"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税込・10%対象)","客単価(税込・8%対象)","客単価(税抜)","客単価(税抜・10%対象)","客単価(税抜・8%対象)","過不足"
"12/12(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/13(火)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/14(水)","46","48099","24","48075","44527","24","44503","0","3572","0","3572","24","22019","20384","22","iD(3)/交通系IC(10)/Master(5)/JCB(4)","26080","iD(4114)/交通系IC(10713)/Master(5638)/JCB(5615)","24142","iD(3808)/交通系IC(9917)/Master(5219)/JCB(5198)","0","","0","","0","","2","230","213","0","0","0","","0","0","0","0","0","0","0","46","0","0","1046","1","1045","968","1","967","0"
"12/15(木)","44","43433","24","43409","40212","24","40188","0","3221","0","3221","22","23229","21506","22","交通系IC(13)/Master(5)/選択なし(1)/JCB(1)/QUICPay(2)","20204","交通系IC(9436)/Master(5828)/選択なし(1210)/JCB(1102)/QUICPay(2628)","18705","交通系IC(8736)/Master(5396)/選択なし(1120)/JCB(1020)/QUICPay(2433)","0","","0","","0","","1","366","339","0","0","0","","0","0","0","0","0","0","0","44","0","0","987","1","987","914","1","913","0"
"12/16(金)","46","42833","44","42789","39659","44","39615","0","3174","0","3174","23","17194","15920","23","QUICPay(3)/交通系IC(7)/Master(9)/iD(2)/JCB(2)","25639","QUICPay(2361)/交通系IC(5035)/Master(11240)/iD(832)/JCB(6171)","23739","QUICPay(2186)/交通系IC(4662)/Master(10407)/iD(770)/JCB(5714)","0","","0","","0","","1","68","63","0","0","0","","0","0","0","0","0","0","0","46","0","0","931","1","930","862","1","861","0"
"12/17(土)","82","122110","67","122043","113058","67","112991","0","9052","0","9052","36","46083","42667","46","交通系IC(17)/Master(17)/WAON(3)/選択なし(2)/JCB(4)/iD(3)","76027","交通系IC(19499)/Master(34360)/WAON(7630)/選択なし(3321)/JCB(5089)/iD(6128)","70392","交通系IC(18054)/Master(31813)/WAON(7064)/選択なし(3075)/JCB(4712)/iD(5674)","0","","0","","0","","2","3787","3507","0","0","0","","0","0","0","0","0","0","0","82","0","0","1489","1","1488","1379","1","1378","0"
"12/18(日)","59","94258","82","94176","87273","82","87191","0","6985","0","6985","39","55904","51761","20","Master(8)/交通系IC(6)/iD(1)/JCB(4)/WAON(1)","38354","Master(21107)/交通系IC(6798)/iD(399)/JCB(7675)/WAON(2375)","35511","Master(19543)/交通系IC(6294)/iD(369)/JCB(7106)/WAON(2199)","0","","0","","0","","3","603","558","0","0","0","","0","0","0","0","0","0","0","59","0","0","1598","1","1596","1479","1","1478","0"
"12/19(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/20(火)","54","59222","27","59195","54828","27","54801","0","4394","0","4394","22","22228","20579","32","交通系IC(10)/Master(12)/iD(5)/QUICPay(2)/JCB(2)/選択なし(1)","36994","交通系IC(7600)/Master(17921)/iD(3849)/QUICPay(2462)/JCB(3986)/選択なし(1176)","34248","交通系IC(7036)/Master(16591)/iD(3563)/QUICPay(2279)/JCB(3690)/選択なし(1089)","0","","0","","0","","2","528","489","0","0","0","","0","0","0","0","0","0","0","54","0","0","1097","1","1096","1015","1","1015","0"
"12/21(水)","44","51500","27","51473","47677","27","47650","0","3823","0","3823","27","31725","29370","17","Master(5)/JCB(3)/交通系IC(9)","19775","Master(8331)/JCB(3737)/交通系IC(7707)","18308","Master(7713)/JCB(3460)/交通系IC(7135)","0","","0","","0","","3","743","687","0","0","0","","0","0","0","0","0","0","0","44","0","0","1170","1","1170","1084","1","1083","0"
"12/22(木)","30","36820","33","36787","34091","33","34058","0","2729","0","2729","19","25847","23931","11","Master(5)/JCB(1)/交通系IC(4)/iD(1)","10973","Master(6929)/JCB(658)/交通系IC(2238)/iD(1148)","10159","Master(6415)/JCB(609)/交通系IC(2072)/iD(1063)","0","","0","","0","","1","366","339","0","0","0","","0","0","0","0","0","0","0","30","0","0","1227","1","1226","1136","1","1135","0"
"12/23(金)","43","49680","46","49634","45996","46","45950","0","3684","0","3684","24","30423","28167","19","交通系IC(6)/QUICPay(3)/Master(5)/JCB(4)/選択なし(1)","19257","交通系IC(4024)/QUICPay(2317)/Master(7980)/JCB(4110)/選択なし(826)","17829","交通系IC(3726)/QUICPay(2145)/Master(7388)/JCB(3805)/選択なし(765)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","43","0","0","1155","1","1154","1070","1","1069","0"
"12/24(土)","94","140509","93","140416","130097","93","130004","0","10412","0","10412","47","62730","58082","47","交通系IC(19)/JCB(8)/QUICPay(2)/Master(13)/iD(4)/選択なし(1)","77779","交通系IC(24439)/JCB(14623)/QUICPay(1712)/Master(25920)/iD(8438)/選択なし(2647)","72015","交通系IC(22628)/JCB(13539)/QUICPay(1585)/Master(23999)/iD(7813)/選択なし(2451)","0","","0","","0","","3","5147","4767","0","0","0","","0","0","0","0","0","0","0","94","0","0","1495","1","1494","1384","1","1383","0"
"12/25(日)","71","92776","73","92703","85896","73","85823","0","6880","0","6880","33","37317","34550","38","交通系IC(14)/JCB(7)/QUICPay(1)/Master(13)/選択なし(1)/iD(2)","55459","交通系IC(17259)/JCB(11409)/QUICPay(1998)/Master(18917)/選択なし(1731)/iD(4145)","51347","交通系IC(15979)/JCB(10563)/QUICPay(1850)/Master(17514)/選択なし(1603)/iD(3838)","0","","0","","0","","6","673","625","0","0","0","","0","0","0","0","0","0","0","71","0","0","1307","1","1306","1210","1","1209","0"
"12/26(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/27(火)","54","53019","37","52982","49091","37","49054","0","3928","0","3928","34","31405","29078","20","iD(4)/JCB(1)/交通系IC(10)/Master(3)/選択なし(1)/QUICPay(1)","22090","iD(3687)/JCB(1327)/交通系IC(8586)/Master(5565)/選択なし(1873)/QUICPay(1052)","20454","iD(3414)/JCB(1229)/交通系IC(7950)/Master(5153)/選択なし(1734)/QUICPay(974)","0","","0","","0","","2","412","381","0","0","0","","0","0","0","0","0","0","0","54","0","0","982","1","981","909","1","908","0"
"12/28(水)","57","63469","60","63409","58766","60","58706","0","4703","0","4703","38","40130","37156","19","交通系IC(7)/Master(8)/iD(2)/JCB(2)","23339","交通系IC(6816)/Master(13415)/iD(1897)/JCB(1211)","21609","交通系IC(6311)/Master(12421)/iD(1756)/JCB(1121)","0","","0","","0","","1","379","351","0","0","0","","0","0","0","0","0","0","0","57","0","0","1113","1","1112","1031","1","1030","0"
"12/29(木)","55","75854","51","75803","70233","51","70182","0","5621","0","5621","33","44037","40774","22","iD(3)/Master(9)/交通系IC(8)/JCB(2)","31817","iD(1895)/Master(18070)/交通系IC(10181)/JCB(1671)","29460","iD(1755)/Master(16731)/交通系IC(9427)/JCB(1547)","0","","0","","0","","2","887","822","0","0","0","","0","0","0","0","0","0","0","55","0","0","1379","1","1378","1277","1","1276","0"
"12/30(金)","49","71174","40","71134","65897","40","65857","0","5277","0","5277","32","41749","38654","17","Master(11)/iD(4)/JCB(1)/交通系IC(1)","29425","Master(24422)/iD(3390)/JCB(583)/交通系IC(1030)","27244","Master(22611)/iD(3139)/JCB(540)/交通系IC(954)","0","","0","","0","","2","778","720","0","0","0","","0","0","0","0","0","0","0","49","0","0","1453","1","1452","1345","1","1344","0"
"12/31(土)","47","70500","45","70455","65275","45","65230","0","5225","0","5225","25","34164","31632","22","Master(16)/交通系IC(2)/iD(3)/JCB(1)","36336","Master(27036)/交通系IC(1648)/iD(3491)/JCB(4161)","33643","Master(25032)/交通系IC(1526)/iD(3232)/JCB(3853)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","47","0","0","1500","1","1499","1389","1","1388","0"
"合計","1510","1888885","1371","1887514","1748828","1371","1747457","0","140057","0","140057","823","924389","855848","687","交通系IC(222)/JCB(84)/Master(260)/選択なし(16)/iD(68)/QUICPay(27)/WAON(10)","964972","交通系IC(229520)/JCB(134322)/Master(441404)/選択なし(20132)/iD(91925)/QUICPay(29234)/WAON(18435)","893421","交通系IC(212503)/JCB(124362)/Master(408674)/選択なし(18641)/iD(85108)/QUICPay(27065)/WAON(17068)","0","","0","","0","","50","20333","18831","0","0","0","","0","0","0","0","0","0","0","1510","0","0","1251","1","1250","1158","1","1157","0"
