"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税込・10%対象)","客単価(税込・8%対象)","客単価(税抜)","客単価(税抜・10%対象)","客単価(税抜・8%対象)","過不足"
"05/14(土)","77","91519","70","91449","84728","70","84658","0","6791","0","6791","44","51078","47288","33","Master(8)/JCB(3)/選択なし(2)/交通系IC(19)/iD(1)","40441","Master(11899)/JCB(4810)/選択なし(1840)/交通系IC(20867)/iD(1025)","37440","Master(11016)/JCB(4453)/選択なし(1703)/交通系IC(19319)/iD(949)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","77","0","0","1189","1","1188","1100","1","1099","0"
"05/15(日)","87","95532","90","95442","88446","90","88356","0","7086","0","7086","47","42754","39583","40","交通系IC(13)/Master(13)/iD(3)/QUICPay(3)/JCB(8)","52778","交通系IC(10446)/Master(24059)/iD(1854)/QUICPay(2853)/JCB(13566)","48862","交通系IC(9671)/Master(22274)/iD(1716)/QUICPay(2641)/JCB(12560)","0","","0","","0","","1","281","260","0","0","0","","0","0","0","0","0","0","0","87","0","0","1098","1","1097","1017","1","1016","0"
"05/16(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05/17(火)","66","54165","40","54125","50145","40","50105","0","4020","0","4020","38","26389","24430","28","Master(12)/交通系IC(8)/iD(4)/JCB(3)/選択なし(1)","27776","Master(14199)/交通系IC(5014)/iD(3143)/JCB(4188)/選択なし(1232)","25715","Master(13145)/交通系IC(4642)/iD(2910)/JCB(3877)/選択なし(1141)","0","","0","","0","","2","259","240","0","0","0","","0","0","0","0","0","0","0","66","0","0","821","1","820","760","1","759","0"
"05/18(水)","67","54024","48","53976","50018","48","49970","0","4006","0","4006","44","32408","30005","23","JCB(2)/交通系IC(8)/Master(9)/iD(2)/QUICPay(2)","21616","JCB(2409)/交通系IC(6478)/Master(9438)/iD(1807)/QUICPay(1484)","20013","JCB(2230)/交通系IC(5998)/Master(8738)/iD(1673)/QUICPay(1374)","0","","0","","0","","3","439","407","0","0","0","","0","0","0","0","0","0","0","67","0","0","806","1","806","747","1","746","0"
"05/19(木)","50","44074","66","44008","40806","66","40740","0","3268","0","3268","39","33251","30786","11","交通系IC(6)/Master(4)/iD(1)","10823","交通系IC(4963)/Master(5153)/iD(707)","10021","交通系IC(4595)/Master(4771)/iD(655)","0","","0","","0","","1","156","144","0","0","0","","0","0","0","0","0","0","0","50","0","0","881","1","880","816","1","815","0"
"05/20(金)","52","43272","74","43198","40065","74","39991","0","3207","0","3207","33","26499","24535","19","Master(11)/交通系IC(4)/JCB(3)/iD(1)","16773","Master(10730)/交通系IC(2448)/JCB(3298)/iD(297)","15531","Master(9935)/交通系IC(2267)/JCB(3054)/iD(275)","0","","0","","0","","1","169","156","0","0","0","","0","0","0","0","0","0","0","52","0","0","832","1","831","770","1","769","0"
"05/21(土)","77","90785","93","90692","84049","93","83956","0","6736","0","6736","41","43065","39870","36","iD(6)/交通系IC(6)/QUICPay(3)/Master(10)/JCB(8)/選択なし(3)","47720","iD(2583)/交通系IC(7147)/QUICPay(2048)/Master(17457)/JCB(12600)/選択なし(5885)","44179","iD(2391)/交通系IC(6617)/QUICPay(1896)/Master(16162)/JCB(11665)/選択なし(5448)","0","","0","","0","","2","545","504","0","0","0","","0","0","0","0","0","0","0","77","0","0","1179","1","1178","1092","1","1090","0"
"05/22(日)","72","81071","67","81004","75058","67","74991","0","6013","0","6013","39","38252","35415","33","Master(14)/交通系IC(12)/JCB(6)/QUICPay(1)","42819","Master(19716)/交通系IC(14427)/JCB(7831)/QUICPay(845)","39643","Master(18254)/交通系IC(13357)/JCB(7250)/QUICPay(782)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","72","0","0","1126","1","1125","1042","1","1042","0"
"05/23(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05/24(火)","50","44581","46","44535","41273","46","41227","0","3308","0","3308","29","24716","22882","21","JCB(1)/交通系IC(7)/iD(4)/Master(6)/選択なし(3)","19865","JCB(756)/交通系IC(5543)/iD(3600)/Master(6855)/選択なし(3111)","18391","JCB(700)/交通系IC(5132)/iD(3333)/Master(6346)/選択なし(2880)","0","","0","","0","","1","30","28","0","0","0","","0","0","0","0","0","0","0","50","0","0","892","1","891","825","1","825","0"
"05/25(水)","53","46108","10","46098","42688","10","42678","0","3420","0","3420","28","23901","22128","25","交通系IC(8)/Master(11)/JCB(2)/QUICPay(2)/iD(2)","22207","交通系IC(5476)/Master(10698)/JCB(1421)/QUICPay(860)/iD(3752)","20560","交通系IC(5070)/Master(9904)/JCB(1316)/QUICPay(796)/iD(3474)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","53","0","0","870","0","870","805","0","805","0"
"05/26(木)","60","45980","45","45935","42565","45","42520","0","3415","0","3415","40","27803","25738","20","Master(8)/交通系IC(8)/選択なし(1)/iD(2)/JCB(1)","18177","Master(8651)/交通系IC(6420)/選択なし(573)/iD(1852)/JCB(681)","16825","Master(8008)/交通系IC(5943)/選択なし(530)/iD(1714)/JCB(630)","0","","0","","0","","2","78","73","0","0","0","","0","0","0","0","0","0","0","60","0","0","766","1","766","709","1","709","0"
"05/27(金)","29","22856","25","22831","21160","25","21135","0","1696","0","1696","19","14242","13185","10","Master(3)/交通系IC(7)","8614","Master(3376)/交通系IC(5238)","7974","Master(3125)/交通系IC(4849)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","29","0","0","788","1","787","730","1","729","0"
"05/28(土)","83","84084","70","84014","77846","70","77776","0","6238","0","6238","53","48688","45076","30","交通系IC(11)/Master(11)/iD(4)/JCB(1)/QUICPay(3)","35396","交通系IC(10581)/Master(16010)/iD(5228)/JCB(530)/QUICPay(3047)","32770","交通系IC(9796)/Master(14822)/iD(4840)/JCB(491)/QUICPay(2821)","0","","0","","0","","2","251","233","0","0","0","","0","0","0","0","0","0","0","83","0","0","1013","1","1012","938","1","937","0"
"05/29(日)","75","76654","76","76578","70967","76","70891","0","5687","0","5687","34","32496","30085","41","JCB(7)/Master(12)/iD(5)/交通系IC(15)/WAON(1)/QUICPay(1)","44158","JCB(10357)/Master(11832)/iD(8665)/交通系IC(10778)/WAON(583)/QUICPay(1943)","40882","JCB(9589)/Master(10954)/iD(8022)/交通系IC(9978)/WAON(540)/QUICPay(1799)","0","","0","","0","","1","117","108","0","0","0","","0","0","0","0","0","0","0","75","0","0","1022","1","1021","946","1","945","0"
"05/30(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05/31(火)","53","57472","42","57430","53209","42","53167","0","4263","0","4263","35","41853","38749","18","交通系IC(7)/Master(10)/QUICPay(1)","15619","交通系IC(5280)/Master(10112)/QUICPay(227)","14460","交通系IC(4888)/Master(9362)/QUICPay(210)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","53","0","0","1084","1","1084","1004","1","1003","0"
"合計","1643","1620992","1459","1619533","1500738","1459","1499279","0","120254","0","120254","961","890924","824832","683","Master(232)/WAON(3)/交通系IC(268)/iD(70)/選択なし(16)/JCB(72)/QUICPay(22)","730068","Master(295216)/WAON(2121)/交通系IC(235012)/iD(67667)/選択なし(20154)/JCB(90655)/QUICPay(19243)","675907","Master(273314)/WAON(1964)/交通系IC(217578)/iD(62649)/選択なし(18657)/JCB(83930)/QUICPay(17815)","0","","0","","0","","30","5611","5195","0","0","0","","0","0","0","0","0","0","0","1643","0","0","987","1","986","913","1","913","0"
