"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税抜)","過不足"
"11/11(木)","52","40501","48","40453","37512","48","37464","0","2989","0","2989","36","26736","24763","16","MASTER(4)/JCB(3)/交通系IC(7)/iD(1)/QUICPay(1)","13765","MASTER(3339)/JCB(2564)/交通系IC(6063)/iD(583)/QUICPay(1216)","12750","MASTER(3093)/JCB(2375)/交通系IC(5616)/iD(540)/QUICPay(1126)","0","","0","","0","","1","311","288","0","0","0","","0","0","0","0","0","0","0","52","0","0","779","721","0"
"11/12(金)","63","52072","52","52020","48234","52","48182","0","3838","0","3838","49","35713","33081","14","iD(2)/JCB(3)/MASTER(7)/選択なし(1)/交通系IC(1)","16359","iD(724)/JCB(5805)/MASTER(8078)/選択なし(984)/交通系IC(768)","15153","iD(671)/JCB(5377)/MASTER(7483)/選択なし(911)/交通系IC(711)","0","","0","","0","","2","698","646","0","0","0","","0","0","0","0","0","0","0","63","0","0","827","766","0"
"11/13(土)","98","110210","88","110122","102080","88","101992","0","8130","0","8130","59","72477","67131","39","MASTER(14)/交通系IC(17)/JCB(5)/iD(2)/選択なし(1)","37733","MASTER(14590)/交通系IC(15822)/JCB(4789)/iD(2042)/選択なし(490)","34950","MASTER(13514)/交通系IC(14655)/JCB(4436)/iD(1891)/選択なし(454)","0","","0","","0","","1","344","318","0","0","0","","0","0","0","0","0","0","0","98","0","0","1125","1042","0"
"11/14(日)","96","105972","86","105886","98150","86","98064","0","7822","0","7822","54","52301","48441","42","MASTER(17)/QUICPay(1)/交通系IC(17)/iD(4)/JCB(2)/WAON(1)","53671","MASTER(24492)/QUICPay(706)/交通系IC(20083)/iD(4088)/JCB(1492)/WAON(2810)","49710","MASTER(22684)/QUICPay(654)/交通系IC(18601)/iD(3786)/JCB(1382)/WAON(2603)","0","","0","","0","","3","701","650","0","0","0","","0","0","0","0","0","0","0","96","0","0","1104","1022","0"
"11/15(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11/16(火)","67","54237","59","54178","50239","59","50180","0","3998","0","3998","48","38798","35938","19","iD(3)/MASTER(4)/QUICPay(2)/交通系IC(4)/JCB(4)/選択なし(2)","15439","iD(1448)/MASTER(3332)/QUICPay(918)/交通系IC(4068)/JCB(3916)/選択なし(1757)","14299","iD(1341)/MASTER(3086)/QUICPay(850)/交通系IC(3768)/JCB(3627)/選択なし(1627)","0","","0","","0","","1","305","283","0","0","0","","0","0","0","0","0","0","0","67","0","0","810","750","0"
"11/17(水)","58","54825","54","54771","50782","54","50728","0","4043","0","4043","37","36716","34008","21","交通系IC(8)/MASTER(5)/JCB(2)/iD(4)/WAON(1)/QUICPay(1)","18109","交通系IC(5530)/MASTER(3898)/JCB(2834)/iD(4475)/WAON(1156)/QUICPay(216)","16774","交通系IC(5122)/MASTER(3611)/JCB(2625)/iD(4145)/WAON(1071)/QUICPay(200)","0","","0","","0","","2","654","606","0","0","0","","0","0","0","0","0","0","0","58","0","0","945","876","0"
"11/18(木)","50","39633","41","39592","36709","41","36668","0","2924","0","2924","31","22874","21186","19","iD(3)/MASTER(6)/交通系IC(7)/JCB(2)/QUICPay(1)","16759","iD(3633)/MASTER(4394)/交通系IC(4764)/JCB(2833)/QUICPay(1135)","15523","iD(3365)/MASTER(4070)/交通系IC(4413)/JCB(2624)/QUICPay(1051)","0","","0","","0","","1","149","138","0","0","0","","0","0","0","0","0","0","0","50","0","0","793","734","0"
"11/19(金)","71","65529","55","65474","60692","55","60637","0","4837","0","4837","48","39871","36928","23","MASTER(3)/交通系IC(12)/JCB(3)/選択なし(1)/iD(4)","25658","MASTER(4742)/交通系IC(10080)/JCB(3655)/選択なし(1276)/iD(5905)","23764","MASTER(4392)/交通系IC(9336)/JCB(3385)/選択なし(1182)/iD(5469)","0","","0","","0","","1","257","238","0","0","0","","0","0","0","0","0","0","0","71","0","0","923","855","0"
"11/20(土)","114","134108","124","133984","124211","124","124087","0","9897","0","9897","66","74629","69121","48","iD(4)/交通系IC(22)/MASTER(20)/選択なし(1)/JCB(1)","59479","iD(3538)/交通系IC(22106)/MASTER(31370)/選択なし(778)/JCB(1687)","55091","iD(3277)/交通系IC(20475)/MASTER(29055)/選択なし(721)/JCB(1563)","0","","0","","0","","1","354","329","0","0","0","","0","0","0","0","0","0","0","114","0","0","1176","1090","0"
"11/21(日)","71","73363","48","73315","67953","48","67905","0","5410","0","5410","37","33140","30696","34","JCB(5)/MASTER(8)/iD(6)/WAON(1)/交通系IC(13)/QUICPay(1)","40223","JCB(12368)/MASTER(12424)/iD(4624)/WAON(476)/交通系IC(10115)/QUICPay(216)","37257","JCB(11456)/MASTER(11508)/iD(4283)/WAON(441)/交通系IC(9369)/QUICPay(200)","0","","0","","0","","2","1642","1520","0","0","0","","0","0","0","0","0","0","0","71","0","0","1033","957","0"
"11/22(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11/23(火)","106","103590","85","103505","95941","85","95856","0","7649","0","7649","52","46809","43353","54","MASTER(20)/JCB(5)/交通系IC(18)/iD(8)/QUICPay(2)/選択なし(1)","56781","MASTER(22058)/JCB(5970)/交通系IC(18291)/iD(8650)/QUICPay(849)/選択なし(963)","52587","MASTER(20429)/JCB(5529)/交通系IC(16940)/iD(8011)/QUICPay(786)/選択なし(892)","0","","0","","0","","2","270","249","0","0","0","","0","0","0","0","0","0","0","106","0","0","977","905","0"
"11/24(水)","58","49498","30","49468","45849","30","45819","0","3649","0","3649","38","32920","30493","20","交通系IC(9)/MASTER(5)/iD(3)/JCB(1)/選択なし(2)","16578","交通系IC(3640)/MASTER(6036)/iD(3277)/JCB(1108)/選択なし(2517)","15355","交通系IC(3372)/MASTER(5591)/iD(3035)/JCB(1026)/選択なし(2331)","0","","0","","0","","1","182","168","0","0","0","","0","0","0","0","0","0","0","58","0","0","853","791","0"
"11/25(木)","56","47668","29","47639","44152","29","44123","0","3516","0","3516","30","22378","20727","26","MASTER(4)/交通系IC(12)/iD(2)/JCB(5)/WAON(1)/選択なし(1)/QUICPay(1)","25290","MASTER(4325)/交通系IC(8759)/iD(1102)/JCB(7452)/WAON(330)/選択なし(3106)/QUICPay(216)","23425","MASTER(4006)/交通系IC(8113)/iD(1021)/JCB(6902)/WAON(306)/選択なし(2877)/QUICPay(200)","0","","0","","0","","1","341","316","0","0","0","","0","0","0","0","0","0","0","56","0","0","851","788","0"
"11/26(金)","51","46373","55","46318","42952","55","42897","0","3421","0","3421","30","25130","23276","21","交通系IC(8)/MASTER(8)/iD(2)/選択なし(1)/JCB(1)/QUICPay(1)","21243","交通系IC(5033)/MASTER(11940)/iD(1248)/選択なし(1214)/JCB(695)/QUICPay(1113)","19676","交通系IC(4662)/MASTER(11059)/iD(1156)/選択なし(1124)/JCB(644)/QUICPay(1031)","0","","0","","0","","1","155","144","0","0","0","","0","0","0","0","0","0","0","51","0","0","909","842","0"
"11/27(土)","90","101157","78","101079","93698","78","93620","0","7459","0","7459","57","59267","54897","33","JCB(6)/交通系IC(10)/QUICPay(1)/iD(6)/MASTER(10)","41890","JCB(14882)/交通系IC(8370)/QUICPay(195)/iD(5075)/MASTER(13368)","38802","JCB(13785)/交通系IC(7753)/QUICPay(181)/iD(4701)/MASTER(12382)","0","","0","","0","","3","538","498","0","0","0","","0","0","0","0","0","0","0","90","0","0","1124","1041","0"
"11/28(日)","88","98688","77","98611","91411","77","91334","0","7277","0","7277","51","53784","49818","37","MASTER(13)/交通系IC(13)/選択なし(2)/JCB(7)/QUICPay(1)/iD(1)","44904","MASTER(17550)/交通系IC(13498)/選択なし(2832)/JCB(9158)/QUICPay(1051)/iD(815)","41594","MASTER(16256)/交通系IC(12503)/選択なし(2623)/JCB(8483)/QUICPay(974)/iD(755)","0","","0","","0","","1","347","321","0","0","0","","0","0","0","0","0","0","0","88","0","0","1121","1039","0"
"11/29(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11/30(火)","76","62966","57","62909","58328","57","58271","0","4638","0","4638","50","42045","38948","26","MASTER(5)/JCB(2)/交通系IC(15)/iD(3)/QUICPay(1)","20921","MASTER(4938)/JCB(4616)/交通系IC(8828)/iD(2290)/QUICPay(249)","19380","MASTER(4574)/JCB(4276)/交通系IC(8178)/iD(2121)/QUICPay(231)","0","","0","","0","","1","256","237","0","0","0","","0","0","0","0","0","0","0","76","0","0","829","767","0"
"合計","1838","1776641","1511","1775130","1645577","1511","1644066","0","131064","0","131064","1136","1036367","959916","702","MASTER(209)/JCB(84)/選択なし(21)/交通系IC(277)/iD(88)/QUICPay(19)/WAON(4)","740274","MASTER(257467)/JCB(113907)/選択なし(26411)/交通系IC(242657)/iD(82116)/QUICPay(12944)/WAON(4772)","685662","MASTER(238474)/JCB(105505)/選択なし(24461)/交通系IC(224756)/iD(76056)/QUICPay(11989)/WAON(4421)","0","","0","","0","","41","10978","10166","0","0","0","","0","0","0","0","0","0","0","1838","0","0","967","895","0"
