"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税抜)","過不足"
"07/11(日)","73","81786","67","81719","75749","67","75682","0","6037","0","6037","42","45805","42424","31","JCB(2)/iD(3)/MASTER(8)/交通系IC(17)/WAON(1)","35981","JCB(1061)/iD(3026)/MASTER(11044)/交通系IC(19204)/WAON(1646)","33326","JCB(983)/iD(2803)/MASTER(10229)/交通系IC(17786)/WAON(1525)","0","","0","","0","","2","645","597","0","0","0","","0","0","0","0","0","0","0","73","0","0","1120","1038","0"
"07/12(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"07/13(火)","52","45062","23","45039","41733","23","41710","0","3329","0","3329","36","29029","26884","16","MASTER(4)/交通系IC(9)/選択なし(1)/iD(2)","16033","MASTER(4833)/交通系IC(6410)/選択なし(3424)/iD(1366)","14848","MASTER(4476)/交通系IC(5936)/選択なし(3171)/iD(1265)","0","","0","","0","","1","159","147","0","0","0","","0","0","0","0","0","0","0","52","0","0","867","803","0"
"07/14(水)","64","55052","43","55009","50995","43","50952","0","4057","0","4057","33","28904","26774","31","交通系IC(13)/JCB(7)/MASTER(7)/iD(1)/選択なし(3)","26148","交通系IC(7735)/JCB(6763)/MASTER(6480)/iD(1161)/選択なし(4009)","24221","交通系IC(7165)/JCB(6265)/MASTER(6002)/iD(1075)/選択なし(3714)","0","","0","","0","","1","256","237","0","0","0","","0","0","0","0","0","0","0","64","0","0","860","797","0"
"07/15(木)","53","49081","40","49041","45459","40","45419","0","3622","0","3622","33","28949","26813","20","JCB(2)/QUICPay(2)/交通系IC(8)/MASTER(4)/iD(4)","20132","JCB(2157)/QUICPay(1927)/交通系IC(6040)/MASTER(5383)/iD(4625)","18647","JCB(1998)/QUICPay(1785)/交通系IC(5594)/MASTER(4986)/iD(4284)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","53","0","0","926","858","0"
"07/16(金)","61","44996","45","44951","41677","45","41632","0","3319","0","3319","41","28629","26517","20","交通系IC(10)/MASTER(2)/iD(5)/JCB(3)","16367","交通系IC(7498)/MASTER(2193)/iD(4666)/JCB(2010)","15160","交通系IC(6945)/MASTER(2031)/iD(4322)/JCB(1862)","0","","0","","0","","2","519","481","0","0","0","","0","0","0","0","0","0","0","61","0","0","738","683","0"
"07/17(土)","81","83060","59","83001","76933","59","76874","0","6127","0","6127","47","41893","38803","34","MASTER(14)/iD(2)/選択なし(6)/交通系IC(11)/JCB(1)","41167","MASTER(21771)/iD(854)/選択なし(9094)/交通系IC(9199)/JCB(249)","38130","MASTER(20165)/iD(791)/選択なし(8423)/交通系IC(8520)/JCB(231)","0","","0","","0","","1","155","144","0","0","0","","0","0","0","0","0","0","0","81","0","0","1025","950","0"
"07/18(日)","75","76784","56","76728","71117","56","71061","0","5667","0","5667","49","53213","49286","26","JCB(3)/交通系IC(16)/選択なし(1)/iD(2)/MASTER(3)/QUICPay(1)","23571","JCB(3095)/交通系IC(13321)/選択なし(1238)/iD(2106)/MASTER(2925)/QUICPay(886)","21833","JCB(2867)/交通系IC(12338)/選択なし(1147)/iD(1951)/MASTER(2709)/QUICPay(821)","0","","0","","0","","1","159","147","0","0","0","","0","0","0","0","0","0","0","75","0","0","1024","948","0"
"07/19(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"07/20(火)","53","46287","49","46238","42869","49","42820","0","3418","0","3418","32","28384","26288","21","QUICPay(1)/MASTER(5)/交通系IC(8)/JCB(4)/iD(2)/WAON(1)","17903","QUICPay(511)/MASTER(6417)/交通系IC(4056)/JCB(4400)/iD(1882)/WAON(637)","16580","QUICPay(473)/MASTER(5943)/交通系IC(3756)/JCB(4075)/iD(1743)/WAON(590)","0","","0","","0","","1","107","99","0","0","0","","0","0","0","0","0","0","0","53","0","0","873","809","0"
"07/21(水)","45","53274","49","53225","49352","49","49303","0","3922","0","3922","37","41921","38835","8","交通系IC(5)/MASTER(2)/JCB(1)","11353","交通系IC(5601)/MASTER(3711)/JCB(2041)","10518","交通系IC(5189)/MASTER(3438)/JCB(1891)","0","","0","","0","","2","243","225","0","0","0","","0","0","0","0","0","0","0","45","0","0","1184","1097","0"
"07/22(木)","63","69076","65","69011","63984","65","63919","0","5092","0","5092","39","41246","38206","24","交通系IC(11)/iD(5)/MASTER(6)/JCB(1)/QUICPay(1)","27830","交通系IC(11292)/iD(4721)/MASTER(8348)/JCB(1211)/QUICPay(2258)","25780","交通系IC(10460)/iD(4373)/MASTER(7733)/JCB(1122)/QUICPay(2092)","0","","0","","0","","1","366","339","0","0","0","","0","0","0","0","0","0","0","63","0","0","1096","1016","0"
"07/23(金)","69","70637","35","70602","65421","35","65386","0","5216","0","5216","39","40109","37147","30","iD(5)/交通系IC(8)/選択なし(3)/MASTER(12)/WAON(1)/JCB(1)","30528","iD(4617)/交通系IC(5209)/選択なし(5116)/MASTER(13551)/WAON(727)/JCB(1308)","28272","iD(4276)/交通系IC(4824)/選択なし(4738)/MASTER(12550)/WAON(673)/JCB(1211)","0","","0","","0","","1","334","310","0","0","0","","0","0","0","0","0","0","0","69","0","0","1024","948","0"
"07/24(土)","66","71822","44","71778","66525","44","66481","0","5297","0","5297","46","50692","46953","20","MASTER(9)/交通系IC(7)/iD(1)/選択なし(2)/JCB(1)","21130","MASTER(8301)/交通系IC(6426)/iD(1638)/選択なし(982)/JCB(3783)","19572","MASTER(7689)/交通系IC(5952)/iD(1517)/選択なし(910)/JCB(3504)","0","","0","","0","","2","448","414","0","0","0","","0","0","0","0","0","0","0","66","0","0","1088","1008","0"
"07/25(日)","59","64145","45","64100","59413","45","59368","0","4732","0","4732","42","41118","38085","17","MASTER(5)/iD(2)/交通系IC(8)/WAON(1)/選択なし(1)","23027","MASTER(10112)/iD(2424)/交通系IC(6310)/WAON(562)/選択なし(3619)","21329","MASTER(9366)/iD(2245)/交通系IC(5845)/WAON(521)/選択なし(3352)","0","","0","","0","","2","614","569","0","0","0","","0","0","0","0","0","0","0","59","0","0","1087","1007","0"
"07/26(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"07/27(火)","64","59215","39","59176","54844","39","54805","0","4371","0","4371","44","40026","37071","20","MASTER(1)/交通系IC(8)/iD(5)/QUICPay(1)/JCB(4)/選択なし(1)","19189","MASTER(216)/交通系IC(5606)/iD(5414)/QUICPay(692)/JCB(5559)/選択なし(1702)","17772","MASTER(200)/交通系IC(5192)/iD(5014)/QUICPay(641)/JCB(5149)/選択なし(1576)","0","","0","","0","","2","312","288","0","0","0","","0","0","0","0","0","0","0","64","0","0","925","857","0"
"07/28(水)","54","52410","46","52364","48545","46","48499","0","3865","0","3865","36","33140","30696","18","交通系IC(9)/MASTER(5)/JCB(1)/iD(3)","19270","交通系IC(8035)/MASTER(6920)/JCB(1545)/iD(2770)","17849","交通系IC(7442)/MASTER(6410)/JCB(1431)/iD(2566)","0","","0","","0","","1","266","247","0","0","0","","0","0","0","0","0","0","0","54","0","0","971","899","0"
"07/29(木)","54","55151","47","55104","51082","47","51035","0","4069","0","4069","37","35759","33121","17","交通系IC(7)/MASTER(3)/JCB(5)/WAON(1)/iD(1)","19392","交通系IC(6024)/MASTER(2843)/JCB(9271)/WAON(487)/iD(767)","17961","交通系IC(5580)/MASTER(2633)/JCB(8587)/WAON(451)/iD(710)","0","","0","","0","","2","418","387","0","0","0","","0","0","0","0","0","0","0","54","0","0","1021","946","0"
"07/30(金)","55","54465","35","54430","50449","35","50414","0","4016","0","4016","30","27842","25789","25","交通系IC(9)/MASTER(6)/選択なし(1)/QUICPay(1)/iD(4)/WAON(1)/JCB(3)","26623","交通系IC(8032)/MASTER(7614)/選択なし(1562)/QUICPay(411)/iD(4082)/WAON(1416)/JCB(3506)","24661","交通系IC(7440)/MASTER(7053)/選択なし(1447)/QUICPay(381)/iD(3781)/WAON(1312)/JCB(3247)","0","","0","","0","","1","155","144","0","0","0","","0","0","0","0","0","0","0","55","0","0","990","917","0"
"07/31(土)","80","99065","47","99018","91751","47","91704","0","7314","0","7314","47","58701","54367","33","交通系IC(17)/MASTER(11)/選択なし(1)/WAON(2)/iD(2)","40364","交通系IC(17318)/MASTER(15269)/選択なし(995)/WAON(3417)/iD(3365)","37385","交通系IC(16039)/MASTER(14142)/選択なし(922)/WAON(3165)/iD(3117)","0","","0","","0","","2","1715","1589","0","0","0","","0","0","0","0","0","0","0","80","0","0","1238","1147","0"
"合計","1717","1671905","1282","1670623","1548560","1282","1547278","0","123345","0","123345","1092","1032917","956715","625","交通系IC(278)/MASTER(162)/選択なし(27)/WAON(12)/JCB(65)/iD(70)/QUICPay(11)","638988","交通系IC(228937)/MASTER(201992)/選択なし(41991)/WAON(13882)/JCB(72922)/iD(68019)/QUICPay(11245)","591850","交通系IC(212046)/MASTER(187090)/選択なし(38894)/WAON(12859)/JCB(67545)/iD(62999)/QUICPay(10417)","0","","0","","0","","32","8372","7755","0","0","0","","0","0","0","0","0","0","0","1717","0","0","974","902","0"
