"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税抜)","過不足"
"02/11(金)","73","72091","60","72031","66771","60","66711","0","5320","0","5320","37","34673","32114","36","交通系IC(14)/JCB(5)/Master(11)/iD(4)/QUICPay(2)","37418","交通系IC(12474)/JCB(6682)/Master(11628)/iD(5067)/QUICPay(1567)","34656","交通系IC(11553)/JCB(6189)/Master(10770)/iD(4693)/QUICPay(1451)","0","","0","","0","","2","218","202","0","0","0","","0","0","0","0","0","0","0","73","0","0","988","915","0"
"02/12(土)","94","106520","103","106417","98661","103","98558","0","7859","0","7859","50","58781","54444","44","Master(14)/交通系IC(15)/iD(7)/JCB(5)/WAON(1)/選択なし(1)/QUICPay(1)","47739","Master(16657)/交通系IC(12534)/iD(6909)/JCB(8320)/WAON(741)/選択なし(944)/QUICPay(1634)","44215","Master(15428)/交通系IC(11609)/iD(6399)/JCB(7706)/WAON(686)/選択なし(874)/QUICPay(1513)","0","","0","","0","","1","279","259","0","0","0","","0","0","0","0","0","0","0","94","0","0","1133","1050","0"
"02/13(日)","60","62025","71","61954","57453","71","57382","0","4572","0","4572","25","27575","25542","35","交通系IC(20)/Master(6)/JCB(1)/iD(6)/QUICPay(2)","34450","交通系IC(17825)/Master(9398)/JCB(529)/iD(5906)/QUICPay(792)","31911","交通系IC(16511)/Master(8705)/JCB(490)/iD(5471)/QUICPay(734)","0","","0","","0","","1","155","144","0","0","0","","0","0","0","0","0","0","0","60","0","0","1034","958","0"
"02/14(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02/15(火)","84","81793","75","81718","75752","75","75677","0","6041","0","6041","44","37275","34522","40","JCB(5)/交通系IC(11)/Master(19)/iD(5)","44518","JCB(6695)/交通系IC(8146)/Master(24541)/iD(5136)","41230","JCB(6201)/交通系IC(7544)/Master(22728)/iD(4757)","0","","0","","0","","1","149","138","0","0","0","","0","0","0","0","0","0","0","84","0","0","974","902","0"
"02/16(水)","57","54667","42","54625","50639","42","50597","0","4028","0","4028","33","29264","27108","24","交通系IC(11)/Master(7)/選択なし(2)/QUICPay(2)/JCB(1)/iD(1)","25403","交通系IC(12386)/Master(8295)/選択なし(2213)/QUICPay(1223)/JCB(324)/iD(962)","23531","交通系IC(11473)/Master(7684)/選択なし(2050)/QUICPay(1133)/JCB(300)/iD(891)","0","","0","","0","","1","94","87","0","0","0","","0","0","0","0","0","0","0","57","0","0","959","888","0"
"02/17(木)","54","55286","47","55239","51211","47","51164","0","4075","0","4075","38","34663","32108","16","Master(7)/JCB(1)/交通系IC(6)/iD(2)","20623","Master(9310)/JCB(573)/交通系IC(7708)/iD(3032)","19104","Master(8624)/JCB(531)/交通系IC(7140)/iD(2809)","0","","0","","0","","2","272","252","0","0","0","","0","0","0","0","0","0","0","54","0","0","1024","948","0"
"02/18(金)","77","68388","47","68341","63341","47","63294","0","5047","0","5047","46","40455","37469","31","交通系IC(15)/選択なし(1)/Master(9)/JCB(2)/iD(3)/QUICPay(1)","27933","交通系IC(8626)/選択なし(886)/Master(10585)/JCB(3356)/iD(4188)/QUICPay(292)","25871","交通系IC(7989)/選択なし(821)/Master(9804)/JCB(3108)/iD(3879)/QUICPay(270)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","77","0","0","888","823","0"
"02/19(土)","84","88541","84","88457","82014","84","81930","0","6527","0","6527","47","46770","43322","37","Master(12)/iD(3)/交通系IC(15)/選択なし(2)/WAON(1)/JCB(4)","41771","Master(14755)/iD(2788)/交通系IC(15855)/選択なし(2451)/WAON(150)/JCB(5772)","38691","Master(13667)/iD(2582)/交通系IC(14686)/選択なし(2270)/WAON(139)/JCB(5347)","0","","0","","0","","1","155","144","0","0","0","","0","0","0","0","0","0","0","84","0","0","1054","976","0"
"02/20(日)","64","72468","52","72416","67117","52","67065","0","5351","0","5351","39","40892","37873","25","交通系IC(10)/Master(11)/JCB(1)/iD(2)/QUICPay(1)","31576","交通系IC(8656)/Master(19249)/JCB(651)/iD(2241)/QUICPay(779)","29245","交通系IC(8017)/Master(17828)/JCB(603)/iD(2076)/QUICPay(721)","0","","0","","0","","1","282","261","0","0","0","","0","0","0","0","0","0","0","64","0","0","1132","1049","0"
"02/21(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02/22(火)","71","68808","48","68760","63736","48","63688","0","5072","0","5072","40","39910","36968","31","Master(11)/交通系IC(14)/WAON(1)/JCB(3)/iD(1)/選択なし(1)","28898","Master(11464)/交通系IC(10367)/WAON(520)/JCB(3466)/iD(1518)/選択なし(1563)","26769","Master(10619)/交通系IC(9603)/WAON(482)/JCB(3211)/iD(1406)/選択なし(1448)","0","","0","","0","","1","65","60","0","0","0","","0","0","0","0","0","0","0","71","0","0","969","898","0"
"02/23(水)","96","89531","116","89415","82929","116","82813","0","6602","0","6602","55","49412","45768","41","JCB(2)/Master(12)/交通系IC(15)/iD(10)/QUICPay(2)","40119","JCB(2512)/Master(11978)/交通系IC(14910)/iD(9346)/QUICPay(1373)","37162","JCB(2327)/Master(11095)/交通系IC(13811)/iD(8657)/QUICPay(1272)","0","","0","","0","","1","155","144","0","0","0","","0","0","0","0","0","0","0","96","0","0","933","864","0"
"02/24(木)","64","53364","42","53322","49429","42","49387","0","3935","0","3935","35","25497","23617","29","交通系IC(13)/JCB(4)/選択なし(3)/Master(7)/WAON(1)/QUICPay(1)","27867","交通系IC(10191)/JCB(4643)/選択なし(3795)/Master(8595)/WAON(427)/QUICPay(216)","25813","交通系IC(9440)/JCB(4301)/選択なし(3515)/Master(7961)/WAON(396)/QUICPay(200)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","64","0","0","834","772","0"
"02/25(金)","70","65098","48","65050","60301","48","60253","0","4797","0","4797","35","29556","27378","35","交通系IC(15)/JCB(5)/Master(10)/iD(4)/QUICPay(1)","35542","交通系IC(9972)/JCB(8231)/Master(11739)/iD(4579)/QUICPay(1021)","32923","交通系IC(9237)/JCB(7624)/Master(10874)/iD(4242)/QUICPay(946)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","70","0","0","930","861","0"
"02/26(土)","102","113323","83","113240","104961","83","104878","0","8362","0","8362","56","55224","51149","46","交通系IC(22)/iD(7)/Master(14)/選択なし(1)/JCB(2)","58099","交通系IC(17276)/iD(8643)/Master(24925)/選択なし(1707)/JCB(5548)","53812","交通系IC(16001)/iD(8005)/Master(23086)/選択なし(1581)/JCB(5139)","0","","0","","0","","1","214","198","0","0","0","","0","0","0","0","0","0","0","102","0","0","1111","1029","0"
"02/27(日)","95","91502","88","91414","84760","88","84672","0","6742","0","6742","56","46355","42940","39","Master(10)/交通系IC(17)/iD(7)/WAON(1)/JCB(3)/選択なし(1)","45147","Master(13173)/交通系IC(17841)/iD(6197)/WAON(443)/JCB(4212)/選択なし(3281)","41819","Master(12202)/交通系IC(16526)/iD(5740)/WAON(410)/JCB(3902)/選択なし(3039)","0","","0","","0","","2","343","318","0","0","0","","0","0","0","0","0","0","0","95","0","0","963","892","0"
"02/28(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1764","1740643","1501","1739142","1612246","1501","1610745","0","128397","0","128397","977","915631","848088","787","選択なし(23)/QUICPay(25)/MASTER(20)/iD(89)/JCB(68)/交通系IC(329)/Master(228)/WAON(5)","825012","選択なし(28341)/QUICPay(18515)/MASTER(23006)/iD(87495)/JCB(87723)/交通系IC(269338)/Master(308313)/WAON(2281)","764151","選択なし(26249)/QUICPay(17149)/MASTER(21308)/iD(81040)/JCB(81255)/交通系IC(249470)/Master(285567)/WAON(2113)","0","","0","","0","","16","2524","2339","0","0","0","","0","0","0","0","0","0","0","1764","0","0","987","914","0"
