"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税抜)","過不足"
"01/1(金)","70","62983","30","62953","58340","30","58310","0","4643","0","4643","70","62983","58340","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","70","0","0","900","833","0"
"01/2(土)","80","79140","38","79102","73298","38","73260","0","5842","0","5842","80","79140","73298","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","80","0","0","989","916","0"
"01/3(日)","90","92262","82","92180","85452","82","85370","0","6810","0","6810","90","92262","85452","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","90","0","0","1025","949","0"
"01/4(月)","77","68356","57","68299","63312","57","63255","0","5044","0","5044","77","68356","63312","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","77","0","0","888","822","0"
"01/5(火)","85","78219","88","78131","72448","88","72360","0","5771","0","5771","85","78219","72448","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","85","0","0","920","852","0"
"01/6(水)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01/7(木)","80","72716","1241","71475","67323","1133","66190","0","5393","108","5285","80","72716","67323","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","80","0","0","909","842","0"
"01/8(金)","78","71196","75","71121","65940","75","65865","0","5256","0","5256","78","71196","65940","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","78","0","0","913","845","0"
"01/9(土)","100","88322","82","88240","81802","82","81720","0","6520","0","6520","100","88322","81802","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","100","0","0","883","818","0"
"01/10(日)","103","98253","52","98201","90997","52","90945","0","7256","0","7256","103","98253","90997","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","103","0","0","954","883","0"
"01/11(月)","99","86762","54","86708","80354","54","80300","0","6408","0","6408","99","86762","80354","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","99","0","0","876","812","0"
"01/12(火)","49","40201","31","40170","37231","31","37200","0","2970","0","2970","49","40201","37231","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","49","0","0","820","760","0"
"01/13(水)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01/14(木)","88","66006","49","65957","61134","49","61085","0","4872","0","4872","88","66006","61134","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","88","0","0","750","695","0"
"01/15(金)","79","68382","60","68322","63335","60","63275","0","5047","0","5047","79","68382","63335","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","79","0","0","866","802","0"
"01/16(土)","110","106840","84","106756","98954","84","98870","0","7886","0","7886","110","106840","98954","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","110","0","0","971","900","0"
"01/17(日)","90","84042","60","83982","77835","60","77775","0","6207","0","6207","90","84042","77835","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","90","0","0","934","865","0"
"01/18(月)","77","65427","1240","64187","60572","1132","59440","0","4855","108","4747","77","65427","60572","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","77","0","0","850","787","0"
"01/19(火)","105","82913","45","82868","76785","45","76740","0","6128","0","6128","105","82913","76785","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","105","0","0","790","731","0"
"01/20(水)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01/21(木)","87","77976","79","77897","72219","79","72140","0","5757","0","5757","87","77976","72219","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","87","0","0","896","830","0"
"01/22(金)","93","87569","93","87476","81103","93","81010","0","6466","0","6466","93","87569","81103","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","93","0","0","942","872","0"
"01/23(土)","55","58549","1234","57315","54213","1126","53087","0","4336","108","4228","55","58549","54213","0","","0","","0","","0","","0","","0","","0","0","0","1","300","278","３００円引き/300円(1)","0","0","0","0","0","0","0","55","0","0","1065","986","0"
"01/24(日)","55","55460","50","55410","51370","50","51320","0","4090","0","4090","55","55460","51370","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","55","0","0","1008","934","0"
"01/25(月)","85","66876","56","66820","61946","56","61890","0","4930","0","4930","85","66876","61946","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","85","0","0","787","729","0"
"01/26(火)","71","68822","42","68780","63742","42","63700","0","5080","0","5080","71","68822","63742","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","71","0","0","969","898","0"
"01/27(水)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"01/28(木)","60","59027","51","58976","54666","51","54615","0","4361","0","4361","60","59027","54666","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","60","0","0","984","911","0"
"01/29(金)","91","91752","69","91683","84979","69","84910","0","6773","0","6773","91","91752","84979","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","91","0","0","1008","934","0"
"01/30(土)","101","108763","106","108657","100736","106","100630","0","8027","0","8027","101","108763","100736","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","101","0","0","1077","997","0"
"01/31(日)","107","108031","86","107945","100061","86","99975","0","7970","0","7970","107","108031","100061","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","107","0","0","1010","935","0"
"合計","2265","2094845","5234","2089611","1940147","4910","1935237","0","154698","324","154374","2265","2094845","1940147","0","","0","","0","","0","","0","","0","","0","0","0","1","300","278","３００円引き/300円(1)","0","0","0","0","0","0","0","2265","0","0","925","857","0"
