"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税抜)","過不足"
"12/1(水)","63","55263","58","55205","51185","58","51127","0","4078","0","4078","37","29330","27166","26","MASTER(8)/交通系IC(13)/QUICPay(2)/選択なし(1)/JCB(2)","25933","MASTER(5747)/交通系IC(14131)/QUICPay(972)/選択なし(1113)/JCB(3970)","24019","MASTER(5323)/交通系IC(13088)/QUICPay(900)/選択なし(1031)/JCB(3677)","0","","0","","0","","2","555","513","0","0","0","","0","0","0","0","0","0","0","63","0","0","877","812","0"
"12/2(木)","56","47159","54","47105","43680","54","43626","0","3479","0","3479","33","25041","23194","23","JCB(1)/WAON(1)/MASTER(5)/交通系IC(13)/iD(3)","22118","JCB(313)/WAON(1900)/MASTER(5998)/交通系IC(10444)/iD(3463)","20488","JCB(290)/WAON(1760)/MASTER(5556)/交通系IC(9674)/iD(3208)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","56","0","0","842","780","0"
"12/3(金)","70","64615","60","64555","59843","60","59783","0","4772","0","4772","39","35057","32468","31","JCB(3)/交通系IC(10)/選択なし(5)/MASTER(8)/iD(4)/QUICPay(1)","29558","JCB(3354)/交通系IC(7805)/選択なし(5951)/MASTER(7901)/iD(4255)/QUICPay(292)","27375","JCB(3106)/交通系IC(7229)/選択なし(5512)/MASTER(7317)/iD(3941)/QUICPay(270)","0","","0","","0","","1","247","229","0","0","0","","0","0","0","0","0","0","0","70","0","0","923","855","0"
"12/4(土)","105","141968","74","141894","131484","74","131410","0","10484","0","10484","59","63810","59098","46","MASTER(25)/交通系IC(12)/iD(7)/JCB(2)","78158","MASTER(45304)/交通系IC(14868)/iD(9254)/JCB(8732)","72386","MASTER(41958)/交通系IC(13770)/iD(8571)/JCB(8087)","0","","0","","0","","2","777","720","0","0","0","","0","0","0","0","0","0","0","105","0","0","1352","1252","0"
"12/5(日)","95","89200","76","89124","82617","76","82541","0","6583","0","6583","58","48973","45359","37","MASTER(11)/交通系IC(14)/WAON(1)/JCB(6)/iD(5)","40227","MASTER(15929)/交通系IC(10713)/WAON(356)/JCB(6746)/iD(6483)","37258","MASTER(14753)/交通系IC(9922)/WAON(330)/JCB(6248)/iD(6005)","0","","0","","0","","1","209","194","0","0","0","","0","0","0","0","0","0","0","95","0","0","939","870","0"
"12/6(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/7(火)","69","53793","47","53746","49819","47","49772","0","3974","0","3974","50","39619","36692","19","交通系IC(11)/MASTER(4)/iD(2)/QUICPay(2)","14174","交通系IC(7843)/MASTER(4374)/iD(1124)/QUICPay(833)","13127","交通系IC(7264)/MASTER(4051)/iD(1041)/QUICPay(771)","0","","0","","0","","1","201","186","0","0","0","","0","0","0","0","0","0","0","69","0","0","780","722","0"
"12/8(水)","43","35279","38","35241","32673","38","32635","0","2606","0","2606","23","17552","16255","20","交通系IC(9)/JCB(3)/MASTER(5)/iD(3)","17727","交通系IC(6185)/JCB(3479)/MASTER(3931)/iD(4132)","16418","交通系IC(5728)/JCB(3222)/MASTER(3641)/iD(3827)","0","","0","","0","","1","224","207","0","0","0","","0","0","0","0","0","0","0","43","0","0","820","760","0"
"12/9(木)","69","56287","62","56225","52138","62","52076","0","4149","0","4149","47","33620","31142","22","JCB(2)/交通系IC(7)/MASTER(10)/iD(2)/QUICPay(1)","22667","JCB(2107)/交通系IC(4129)/MASTER(13900)/iD(1277)/QUICPay(1254)","20997","JCB(1952)/交通系IC(3825)/MASTER(12875)/iD(1183)/QUICPay(1162)","0","","0","","0","","1","240","222","0","0","0","","0","0","0","0","0","0","0","69","0","0","816","756","0"
"12/10(金)","56","55393","28","55365","51304","28","51276","0","4089","0","4089","30","34233","31706","26","JCB(7)/交通系IC(10)/選択なし(1)/MASTER(8)","21160","JCB(5354)/交通系IC(7312)/選択なし(1362)/MASTER(7132)","19598","JCB(4959)/交通系IC(6772)/選択なし(1261)/MASTER(6606)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","56","0","0","989","916","0"
"12/11(土)","92","102471","71","102400","94908","71","94837","0","7563","0","7563","54","51218","47438","38","交通系IC(17)/MASTER(10)/iD(3)/JCB(5)/選択なし(1)/WAON(1)/QUICPay(1)","51253","交通系IC(24027)/MASTER(16529)/iD(2279)/JCB(5876)/選択なし(670)/WAON(522)/QUICPay(1350)","47470","交通系IC(22254)/MASTER(15309)/iD(2111)/JCB(5442)/選択なし(621)/WAON(483)/QUICPay(1250)","0","","0","","0","","2","676","627","0","0","0","","0","0","0","0","0","0","0","92","0","0","1114","1032","0"
"12/12(日)","88","91708","88","91620","84943","88","84855","0","6765","0","6765","44","40959","37938","44","交通系IC(16)/QUICPay(2)/MASTER(17)/JCB(5)/iD(3)/WAON(1)","50749","交通系IC(12172)/QUICPay(1722)/MASTER(25847)/JCB(5232)/iD(4577)/WAON(1199)","47005","交通系IC(11274)/QUICPay(1595)/MASTER(23940)/JCB(4846)/iD(4239)/WAON(1111)","0","","0","","0","","1","914","846","0","0","0","","0","0","0","0","0","0","0","88","0","0","1042","965","0"
"12/13(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/14(火)","44","34205","22","34183","31686","22","31664","0","2519","0","2519","27","23823","22069","17","交通系IC(12)/QUICPay(1)/MASTER(2)/iD(2)","10382","交通系IC(6078)/QUICPay(583)/MASTER(2765)/iD(956)","9617","交通系IC(5630)/QUICPay(540)/MASTER(2561)/iD(886)","0","","0","","0","","2","606","561","0","0","0","","0","0","0","0","0","0","0","44","0","0","777","720","0"
"12/15(水)","59","54860","35","54825","50805","35","50770","0","4055","0","4055","35","27206","25195","24","交通系IC(8)/MASTER(11)/選択なし(2)/QUICPay(1)/JCB(1)/iD(1)","27654","交通系IC(10714)/MASTER(12781)/選択なし(1448)/QUICPay(1178)/JCB(539)/iD(994)","25610","交通系IC(9922)/MASTER(11836)/選択なし(1341)/QUICPay(1091)/JCB(499)/iD(921)","0","","0","","0","","2","537","497","0","0","0","","0","0","0","0","0","0","0","59","0","0","930","861","0"
"12/16(木)","52","42362","32","42330","39234","32","39202","0","3128","0","3128","33","24342","22545","19","交通系IC(10)/MASTER(6)/iD(2)/WAON(1)","18020","交通系IC(6712)/MASTER(8606)/iD(2096)/WAON(606)","16689","交通系IC(6216)/MASTER(7971)/iD(1941)/WAON(561)","0","","0","","0","","2","467","432","0","0","0","","0","0","0","0","0","0","0","52","0","0","815","755","0"
"12/17(金)","46","47678","30","47648","44161","30","44131","0","3517","0","3517","25","23513","21779","21","交通系IC(6)/選択なし(2)/MASTER(6)/WAON(1)/QUICPay(1)/JCB(3)/iD(2)","24165","交通系IC(4545)/選択なし(5196)/MASTER(5334)/WAON(356)/QUICPay(800)/JCB(4331)/iD(3603)","22384","交通系IC(4210)/選択なし(4813)/MASTER(4941)/WAON(330)/QUICPay(741)/JCB(4012)/iD(3337)","0","","0","","0","","1","153","142","0","0","0","","0","0","0","0","0","0","0","46","0","0","1036","960","0"
"12/18(土)","98","110197","82","110115","102060","82","101978","0","8137","0","8137","65","70007","64838","33","iD(5)/選択なし(1)/交通系IC(17)/MASTER(6)/QUICPay(1)/JCB(3)","40190","iD(3416)/選択なし(930)/交通系IC(19902)/MASTER(8486)/QUICPay(5941)/JCB(1515)","37221","iD(3164)/選択なし(861)/交通系IC(18432)/MASTER(7859)/QUICPay(5502)/JCB(1403)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","98","0","0","1124","1041","0"
"12/19(日)","74","86448","86","86362","80071","86","79985","0","6377","0","6377","41","52401","48536","33","MASTER(8)/交通系IC(14)/JCB(5)/iD(5)/QUICPay(1)","34047","MASTER(8239)/交通系IC(13877)/JCB(5991)/iD(4758)/QUICPay(1182)","31535","MASTER(7631)/交通系IC(12853)/JCB(5549)/iD(4407)/QUICPay(1095)","0","","0","","0","","2","264","244","0","0","0","","0","0","0","0","0","0","0","74","0","0","1168","1082","0"
"12/20(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/21(火)","78","79434","60","79374","73563","60","73503","0","5871","0","5871","54","49095","45466","24","MASTER(9)/QUICPay(1)/交通系IC(7)/iD(2)/選択なし(1)/JCB(4)","30339","MASTER(17762)/QUICPay(670)/交通系IC(4543)/iD(2046)/選択なし(787)/JCB(4531)","28096","MASTER(16449)/QUICPay(620)/交通系IC(4207)/iD(1895)/選択なし(729)/JCB(4196)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","78","0","0","1018","943","0"
"12/22(水)","57","56373","42","56331","52221","42","52179","0","4152","0","4152","36","33822","31331","21","JCB(2)/MASTER(7)/交通系IC(8)/iD(4)","22551","JCB(3936)/MASTER(7220)/交通系IC(6899)/iD(4496)","20890","JCB(3646)/MASTER(6688)/交通系IC(6391)/iD(4165)","0","","0","","0","","1","302","279","0","0","0","","0","0","0","0","0","0","0","57","0","0","989","916","0"
"12/23(木)","58","69733","55","69678","64584","55","64529","0","5149","0","5149","40","45317","41971","18","交通系IC(9)/iD(3)/MASTER(5)/JCB(1)","24416","交通系IC(14849)/iD(1427)/MASTER(7622)/JCB(518)","22614","交通系IC(13753)/iD(1322)/MASTER(7059)/JCB(480)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","58","0","0","1202","1114","0"
"12/24(金)","75","76678","73","76605","71020","73","70947","0","5658","0","5658","43","45691","42320","32","交通系IC(9)/WAON(2)/MASTER(14)/JCB(3)/選択なし(1)/QUICPay(1)/iD(2)","30987","交通系IC(5339)/WAON(1912)/MASTER(16471)/JCB(2515)/選択なし(1070)/QUICPay(405)/iD(3275)","28700","交通系IC(4945)/WAON(1771)/MASTER(15256)/JCB(2329)/選択なし(991)/QUICPay(375)/iD(3033)","0","","0","","0","","3","1540","1426","0","0","0","","0","0","0","0","0","0","0","75","0","0","1022","947","0"
"12/25(土)","88","113422","93","113329","105051","93","104958","0","8371","0","8371","53","63368","58691","35","MASTER(15)/交通系IC(14)/JCB(2)/QUICPay(1)/選択なし(1)/iD(2)","50054","MASTER(29017)/交通系IC(11968)/JCB(1059)/QUICPay(1534)/選択なし(1601)/iD(4875)","46360","MASTER(26875)/交通系IC(11085)/JCB(981)/QUICPay(1421)/選択なし(1483)/iD(4515)","0","","0","","0","","1","960","889","0","0","0","","0","0","0","0","0","0","0","88","0","0","1289","1194","0"
"12/26(日)","63","66416","36","66380","61509","36","61473","0","4907","0","4907","43","39999","37044","20","JCB(2)/交通系IC(6)/MASTER(8)/iD(3)/QUICPay(1)","26417","JCB(4799)/交通系IC(4816)/MASTER(10630)/iD(5259)/QUICPay(913)","24465","JCB(4444)/交通系IC(4460)/MASTER(9845)/iD(4870)/QUICPay(846)","0","","0","","0","","1","285","264","0","0","0","","0","0","0","0","0","0","0","63","0","0","1054","976","0"
"12/27(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12/28(火)","70","65653","47","65606","60807","47","60760","0","4846","0","4846","39","37217","34470","31","JCB(6)/QUICPay(3)/選択なし(1)/MASTER(8)/交通系IC(10)/iD(3)","28436","JCB(6834)/QUICPay(2063)/選択なし(1208)/MASTER(8356)/交通系IC(7564)/iD(2411)","26338","JCB(6330)/QUICPay(1911)/選択なし(1119)/MASTER(7739)/交通系IC(7006)/iD(2233)","0","","0","","0","","2","435","402","0","0","0","","0","0","0","0","0","0","0","70","0","0","938","869","0"
"12/29(水)","62","58273","47","58226","53977","47","53930","0","4296","0","4296","41","35712","33079","21","交通系IC(7)/MASTER(10)/JCB(3)/QUICPay(1)","22561","交通系IC(4566)/MASTER(14552)/JCB(1922)/QUICPay(1521)","20897","交通系IC(4229)/MASTER(13479)/JCB(1780)/QUICPay(1409)","0","","0","","0","","1","263","244","0","0","0","","0","0","0","0","0","0","0","62","0","0","940","871","0"
"12/30(木)","73","69986","63","69923","64823","63","64760","0","5163","0","5163","47","41493","38432","26","JCB(3)/iD(4)/MASTER(10)/選択なし(2)/交通系IC(5)/WAON(1)/QUICPay(1)","28493","JCB(4176)/iD(3876)/MASTER(10553)/選択なし(3134)/交通系IC(5651)/WAON(411)/QUICPay(692)","26391","JCB(3868)/iD(3590)/MASTER(9774)/選択なし(2903)/交通系IC(5234)/WAON(381)/QUICPay(641)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","73","0","0","959","888","0"
"12/31(金)","52","60260","25","60235","55818","25","55793","0","4442","0","4442","33","34308","31779","19","JCB(2)/選択なし(2)/MASTER(7)/交通系IC(4)/iD(2)/WAON(2)","25952","JCB(4917)/選択なし(2613)/MASTER(7149)/交通系IC(6392)/iD(2639)/WAON(2242)","24039","JCB(4555)/選択なし(2420)/MASTER(6622)/交通系IC(5921)/iD(2444)/WAON(2077)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","52","0","0","1159","1073","0"
"合計","1855","1885114","1484","1883630","1745984","1484","1744500","0","139130","0","139130","1129","1066726","988001","726","MASTER(243)/交通系IC(278)/QUICPay(23)/選択なし(21)/JCB(76)/WAON(11)/iD(74)","818388","MASTER(328135)/交通系IC(254044)/QUICPay(23905)/選択なし(27083)/JCB(92746)/WAON(9504)/iD(82971)","757987","MASTER(303914)/交通系IC(235294)/QUICPay(22140)/選択なし(25085)/JCB(85901)/WAON(8804)/iD(76849)","0","","0","","0","","30","9855","9124","0","0","0","","0","0","0","0","0","0","0","1855","0","0","1016","941","0"
