"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税抜)","過不足"
"04/11(日)","106","122392","126","122266","113366","126","113240","0","9026","0","9026","71","71992","66683","35","iD(4)/MASTER(12)/交通系IC(14)/WAON(2)/JCB(2)/QUICPay(1)","50400","iD(3978)/MASTER(23923)/交通系IC(17069)/WAON(1723)/JCB(2163)/QUICPay(1544)","46683","iD(3685)/MASTER(22159)/交通系IC(15810)/WAON(1596)/JCB(2003)/QUICPay(1430)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","106","0","0","1155","1069","0"
"04/12(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04/13(火)","83","74434","72","74362","68935","72","68863","0","5499","0","5499","59","50242","46530","24","交通系IC(10)/MASTER(3)/JCB(8)/iD(2)/WAON(1)","24192","交通系IC(7074)/MASTER(3880)/JCB(9265)/iD(2937)/WAON(1036)","22404","交通系IC(6551)/MASTER(3593)/JCB(8581)/iD(2720)/WAON(959)","0","","0","","0","","1","207","192","0","0","0","","0","0","0","0","0","0","0","83","0","0","897","831","0"
"04/14(水)","53","47741","57","47684","44213","57","44156","0","3528","0","3528","41","35159","32561","12","iD(5)/MASTER(3)/交通系IC(4)","12582","iD(3497)/MASTER(3548)/交通系IC(5537)","11653","iD(3239)/MASTER(3286)/交通系IC(5128)","0","","0","","0","","1","301","279","0","0","0","","0","0","0","0","0","0","0","53","0","0","901","834","0"
"04/15(木)","86","83591","63","83528","77419","63","77356","0","6172","0","6172","59","52412","48542","27","交通系IC(7)/JCB(4)/選択なし(3)/iD(5)/MASTER(6)/WAON(1)/QUICPay(1)","31179","交通系IC(6880)/JCB(7090)/選択なし(4607)/iD(4468)/MASTER(5500)/WAON(1004)/QUICPay(1630)","28878","交通系IC(6372)/JCB(6567)/選択なし(4267)/iD(4138)/MASTER(5094)/WAON(930)/QUICPay(1510)","0","","0","","0","","1","236","219","0","0","0","","0","0","0","0","0","0","0","86","0","0","972","900","0"
"04/16(金)","72","60471","1230","59241","55984","1122","54862","0","4487","108","4379","45","31207","28891","27","MASTER(7)/iD(5)/交通系IC(10)/JCB(5)","29264","MASTER(9404)/iD(4012)/交通系IC(8657)/JCB(7191)","27092","MASTER(8706)/iD(3714)/交通系IC(8015)/JCB(6657)","0","","0","","0","","1","263","243","0","0","0","","0","0","0","0","0","0","0","72","0","0","840","778","0"
"04/17(土)","98","112669","1281","111388","104329","1173","103156","0","8340","108","8232","67","77592","71848","31","MASTER(12)/選択なし(1)/交通系IC(10)/iD(4)/JCB(1)/WAON(1)/QUICPay(2)","35077","MASTER(18440)/選択なし(723)/交通系IC(8904)/iD(3459)/JCB(739)/WAON(659)/QUICPay(2153)","32480","MASTER(17075)/選択なし(669)/交通系IC(8245)/iD(3203)/JCB(684)/WAON(610)/QUICPay(1994)","0","","0","","0","","1","188","174","0","0","0","","0","0","0","0","0","0","0","98","0","0","1150","1065","0"
"04/18(日)","117","120979","1305","119674","112035","1197","110838","0","8944","108","8836","81","79805","73905","36","JCB(2)/iD(6)/交通系IC(16)/MASTER(11)/QUICPay(1)","41174","JCB(1768)/iD(10736)/交通系IC(15709)/MASTER(12021)/QUICPay(940)","38130","JCB(1637)/iD(9942)/交通系IC(14548)/MASTER(11132)/QUICPay(871)","0","","0","","0","","1","337","312","0","0","0","","0","0","0","0","0","0","0","117","0","0","1034","958","0"
"04/19(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04/20(火)","111","92713","91","92622","85870","91","85779","0","6843","0","6843","74","56009","51875","38","MASTER(11)/交通系IC(15)/JCB(2)/iD(7)/選択なし(2)/WAON(1)","36704","MASTER(10402)/交通系IC(13380)/JCB(3376)/iD(5978)/選択なし(2488)/WAON(1080)","33994","MASTER(9634)/交通系IC(12392)/JCB(3127)/iD(5537)/選択なし(2304)/WAON(1000)","0","","0","","0","","1","266","246","0","0","0","","0","0","0","0","0","0","0","111","0","0","835","774","0"
"04/21(水)","62","58300","1243","57057","53983","1135","52848","0","4317","108","4209","40","32183","29800","22","JCB(1)/交通系IC(11)/選択なし(2)/MASTER(5)/iD(2)/QUICPay(1)","26117","JCB(1678)/交通系IC(9156)/選択なし(3660)/MASTER(7791)/iD(1285)/QUICPay(2547)","24183","JCB(1554)/交通系IC(8478)/選択なし(3389)/MASTER(7214)/iD(1190)/QUICPay(2358)","0","","0","","0","","1","337","312","0","0","0","","0","0","0","0","0","0","0","62","0","0","940","871","0"
"04/22(木)","77","69126","72","69054","64017","72","63945","0","5109","0","5109","49","41232","38185","28","JCB(9)/交通系IC(8)/MASTER(10)/iD(1)","27894","JCB(8821)/交通系IC(8193)/MASTER(10642)/iD(238)","25831","JCB(8169)/交通系IC(7587)/MASTER(9855)/iD(220)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","77","0","0","898","831","0"
"04/23(金)","90","76049","65","75984","70435","65","70370","0","5614","0","5614","54","43484","40274","36","WAON(1)/交通系IC(19)/JCB(5)/MASTER(6)/iD(4)/選択なし(1)","32565","WAON(518)/交通系IC(15280)/JCB(4703)/MASTER(6735)/iD(3879)/選択なし(1450)","30162","WAON(480)/交通系IC(14152)/JCB(4356)/MASTER(6238)/iD(3593)/選択なし(1343)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","90","0","0","845","783","0"
"04/24(土)","119","117467","1274","116193","108774","1166","107608","0","8693","108","8585","83","78183","72397","36","QUICPay(1)/iD(5)/MASTER(10)/交通系IC(17)/WAON(1)/JCB(2)","39284","QUICPay(1474)/iD(4059)/MASTER(12554)/交通系IC(16684)/WAON(648)/JCB(3865)","36377","QUICPay(1365)/iD(3759)/MASTER(11625)/交通系IC(15449)/WAON(600)/JCB(3579)","0","","0","","0","","1","466","432","0","0","0","","0","0","0","0","0","0","0","119","0","0","987","914","0"
"04/25(日)","113","125936","1289","124647","116621","1181","115440","0","9315","108","9207","72","76473","70817","41","iD(7)/交通系IC(21)/JCB(2)/MASTER(8)/選択なし(1)/WAON(1)/QUICPay(1)","49463","iD(6185)/交通系IC(19319)/JCB(5840)/MASTER(12471)/選択なし(2149)/WAON(1307)/QUICPay(2192)","45805","iD(5728)/交通系IC(17890)/JCB(5408)/MASTER(11549)/選択なし(1990)/WAON(1210)/QUICPay(2030)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","113","0","0","1114","1032","0"
"04/26(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04/27(火)","84","74694","1256","73438","69168","1148","68020","0","5526","108","5418","65","58605","54269","19","iD(3)/交通系IC(9)/MASTER(4)/JCB(2)/WAON(1)","16089","iD(2108)/交通系IC(6155)/MASTER(4015)/JCB(2796)/WAON(1015)","14899","iD(1952)/交通系IC(5700)/MASTER(3718)/JCB(2589)/WAON(940)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","84","0","0","889","823","0"
"04/28(水)","76","69173","66","69107","64071","66","64005","0","5102","0","5102","53","48640","45052","23","交通系IC(13)/MASTER(6)/選択なし(2)/iD(2)","20533","交通系IC(8123)/MASTER(9093)/選択なし(2429)/iD(888)","19019","交通系IC(7524)/MASTER(8422)/選択なし(2250)/iD(823)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","76","0","0","910","843","0"
"04/29(木)","81","79244","52","79192","73397","52","73345","0","5847","0","5847","60","58554","54234","21","MASTER(3)/JCB(2)/交通系IC(10)/iD(4)/WAON(1)/QUICPay(1)","20690","MASTER(3784)/JCB(3575)/交通系IC(8768)/iD(2873)/WAON(178)/QUICPay(1512)","19163","MASTER(3505)/JCB(3311)/交通系IC(8121)/iD(2661)/WAON(165)/QUICPay(1400)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","81","0","0","978","906","0"
"04/30(金)","85","79371","89","79282","73520","89","73431","0","5851","0","5851","60","51840","48019","25","JCB(2)/交通系IC(12)/MASTER(9)/iD(1)/選択なし(1)","27531","JCB(1720)/交通系IC(12227)/MASTER(11926)/iD(672)/選択なし(986)","25501","JCB(1593)/交通系IC(11326)/MASTER(11047)/iD(622)/選択なし(913)","0","","0","","0","","2","253","234","0","0","0","","0","0","0","0","0","0","0","85","0","0","934","865","0"
"合計","2312","2244893","11424","2233469","2079039","10560","2068479","0","165854","864","164990","1572","1437287","1331098","745","JCB(87)/MASTER(198)/交通系IC(309)/iD(92)/選択なし(23)/QUICPay(15)/WAON(21)","807606","JCB(110953)/MASTER(259485)/交通系IC(277337)/iD(83104)/選択なし(38914)/QUICPay(21402)/WAON(16411)","747939","JCB(102755)/MASTER(240313)/交通系IC(256851)/iD(76964)/選択なし(36038)/QUICPay(19820)/WAON(15198)","0","","0","","0","","14","3521","3261","0","0","0","","0","0","0","0","0","0","0","2312","0","0","971","899","0"
