"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税込・10%対象)","客単価(税込・8%対象)","客単価(税抜)","客単価(税抜・10%対象)","客単価(税抜・8%対象)","過不足"
"07/11(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"07/12(火)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"07/13(水)","40","37293","32","37261","34526","32","34494","0","2767","0","2767","24","19974","18492","16","Master(5)/交通系IC(10)/WAON(1)","17319","Master(5513)/交通系IC(10640)/WAON(1166)","16034","Master(5104)/交通系IC(9851)/WAON(1079)","0","","0","","0","","2","547","507","0","0","0","","0","0","0","0","0","0","0","40","0","0","932","1","932","863","1","862","0"
"07/14(木)","34","36273","29","36244","33580","29","33551","0","2693","0","2693","17","17467","16170","17","選択なし(2)/Master(4)/iD(4)/交通系IC(7)","18806","選択なし(3573)/Master(4133)/iD(3402)/交通系IC(7698)","17409","選択なし(3308)/Master(3826)/iD(3149)/交通系IC(7126)","0","","0","","0","","2","422","390","0","0","0","","0","0","0","0","0","0","0","34","0","0","1067","1","1066","988","1","987","0"
"07/15(金)","35","35646","27","35619","33000","27","32973","0","2646","0","2646","22","22677","20994","13","iD(2)/Master(6)/JCB(1)/交通系IC(4)","12969","iD(3096)/Master(5398)/JCB(1048)/交通系IC(3427)","12006","iD(2866)/Master(4997)/JCB(970)/交通系IC(3173)","0","","0","","0","","1","198","183","0","0","0","","0","0","0","0","0","0","0","35","0","0","1018","1","1018","943","1","942","0"
"07/16(土)","78","88874","65","88809","82281","65","82216","0","6593","0","6593","32","29924","27704","46","JCB(8)/Master(15)/交通系IC(10)/iD(9)/選択なし(1)/WAON(2)/QUICPay(1)","58950","JCB(8451)/Master(22828)/交通系IC(11875)/iD(7407)/選択なし(1966)/WAON(4092)/QUICPay(2331)","54577","JCB(7824)/Master(21135)/交通系IC(10994)/iD(6858)/選択なし(1820)/WAON(3788)/QUICPay(2158)","0","","0","","0","","1","324","300","0","0","0","","0","0","0","0","0","0","0","78","0","0","1139","1","1139","1055","1","1054","0"
"07/17(日)","66","67201","78","67123","62221","78","62143","0","4980","0","4980","38","37116","34365","28","交通系IC(14)/iD(3)/Master(10)/JCB(1)","30085","交通系IC(10626)/iD(4969)/Master(12577)/JCB(1913)","27856","交通系IC(9839)/iD(4601)/Master(11645)/JCB(1771)","0","","0","","0","","2","623","578","0","0","0","","0","0","0","0","0","0","0","66","0","0","1018","1","1017","943","1","942","0"
"07/18(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"07/19(火)","50","50440","43","50397","46699","43","46656","0","3741","0","3741","28","24581","22758","22","交通系IC(6)/JCB(5)/Master(7)/WAON(1)/iD(3)","25859","交通系IC(4741)/JCB(7560)/Master(8731)/WAON(630)/iD(4197)","23940","交通系IC(4389)/JCB(6999)/Master(8083)/WAON(583)/iD(3886)","0","","0","","0","","2","166","153","0","0","0","","0","0","0","0","0","0","0","50","0","0","1009","1","1008","934","1","933","0"
"07/20(水)","40","33410","16","33394","30931","16","30915","0","2479","0","2479","20","17241","15962","20","交通系IC(8)/Master(6)/JCB(3)/iD(1)/WAON(1)/選択なし(1)","16169","交通系IC(3452)/Master(5181)/JCB(3367)/iD(1483)/WAON(2167)/選択なし(519)","14969","交通系IC(3196)/Master(4797)/JCB(3117)/iD(1373)/WAON(2006)/選択なし(480)","0","","0","","0","","1","221","204","0","0","0","","0","0","0","0","0","0","0","40","0","0","835","0","835","773","0","773","0"
"07/21(木)","44","42247","43","42204","39110","43","39067","0","3137","0","3137","23","23753","21989","21","iD(3)/交通系IC(9)/JCB(2)/Master(7)","18494","iD(1806)/交通系IC(8238)/JCB(2056)/Master(6394)","17120","iD(1672)/交通系IC(7626)/JCB(1903)/Master(5919)","0","","0","","0","","2","532","492","0","0","0","","0","0","0","0","0","0","0","44","0","0","960","1","959","889","1","888","0"
"07/22(金)","46","44105","32","44073","40828","32","40796","0","3277","0","3277","23","20955","19398","23","交通系IC(9)/JCB(3)/Master(7)/WAON(1)/選択なし(1)/iD(2)","23150","交通系IC(7858)/JCB(4378)/Master(6328)/WAON(1545)/選択なし(697)/iD(2344)","21430","交通系IC(7274)/JCB(4053)/Master(5858)/WAON(1430)/選択なし(645)/iD(2170)","0","","0","","0","","2","530","490","0","0","0","","0","0","0","0","0","0","0","46","0","0","959","1","958","888","1","887","0"
"07/23(土)","57","61496","48","61448","56933","48","56885","0","4563","0","4563","30","26454","24491","27","JCB(5)/Master(4)/iD(7)/交通系IC(9)/選択なし(2)","35042","JCB(7749)/Master(6891)/iD(8997)/交通系IC(7204)/選択なし(4201)","32441","JCB(7174)/Master(6380)/iD(8329)/交通系IC(6669)/選択なし(3889)","0","","0","","0","","1","95","88","0","0","0","","0","0","0","0","0","0","0","57","0","0","1079","1","1078","999","1","998","0"
"07/24(日)","74","77241","49","77192","71503","49","71454","0","5738","0","5738","40","32293","29894","34","交通系IC(12)/Master(9)/iD(6)/JCB(4)/QUICPay(2)/選択なし(1)","44948","交通系IC(12670)/Master(12986)/iD(8218)/JCB(5555)/QUICPay(3381)/選択なし(2138)","41609","交通系IC(11729)/Master(12021)/iD(7608)/JCB(5142)/QUICPay(3130)/選択なし(1979)","0","","0","","0","","3","837","775","0","0","0","","0","0","0","0","0","0","0","74","0","0","1044","1","1043","966","1","966","0"
"07/25(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"07/26(火)","34","27007","31","26976","25001","31","24970","0","2006","0","2006","24","19375","17936","10","交通系IC(4)/JCB(2)/Master(1)/iD(3)","7632","交通系IC(1915)/JCB(1956)/Master(823)/iD(2938)","7066","交通系IC(1773)/JCB(1811)/Master(762)/iD(2720)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","34","0","0","794","1","793","735","1","734","0"
"07/27(水)","47","42955","31","42924","39768","31","39737","0","3187","0","3187","29","27846","25780","18","交通系IC(9)/JCB(3)/Master(2)/iD(3)/選択なし(1)","15109","交通系IC(4346)/JCB(2608)/Master(1631)/iD(2694)/選択なし(3830)","13989","交通系IC(4024)/JCB(2415)/Master(1510)/iD(2494)/選択なし(3546)","0","","0","","0","","1","96","89","0","0","0","","0","0","0","0","0","0","0","47","0","0","914","1","913","846","1","845","0"
"07/28(木)","47","46128","41","46087","42708","41","42667","0","3420","0","3420","26","28393","26288","21","QUICPay(1)/交通系IC(8)/JCB(1)/iD(5)/Master(5)/選択なし(1)","17735","QUICPay(359)/交通系IC(6977)/JCB(1191)/iD(3881)/Master(4743)/選択なし(584)","16420","QUICPay(332)/交通系IC(6460)/JCB(1103)/iD(3593)/Master(4391)/選択なし(541)","0","","0","","0","","1","186","172","0","0","0","","0","0","0","0","0","0","0","47","0","0","981","1","981","909","1","908","0"
"07/29(金)","41","41218","37","41181","38161","37","38124","0","3057","0","3057","22","21763","20149","19","交通系IC(5)/iD(4)/WAON(1)/Master(6)/JCB(3)","19455","交通系IC(3165)/iD(3522)/WAON(906)/Master(8733)/JCB(3129)","18012","交通系IC(2930)/iD(3261)/WAON(839)/Master(8085)/JCB(2897)","0","","0","","0","","1","95","88","0","0","0","","0","0","0","0","0","0","0","41","0","0","1005","1","1004","931","1","930","0"
"07/30(土)","69","82813","69","82744","76669","69","76600","0","6144","0","6144","34","39319","36402","35","交通系IC(13)/Master(11)/選択なし(2)/JCB(4)/iD(5)","43494","交通系IC(14591)/Master(18495)/選択なし(1670)/JCB(3459)/iD(5279)","40266","交通系IC(13508)/Master(17123)/選択なし(1546)/JCB(3202)/iD(4887)","0","","0","","0","","2","401","372","0","0","0","","0","0","0","0","0","0","0","69","0","0","1200","1","1199","1111","1","1110","0"
"07/31(日)","40","42836","38","42798","39652","38","39614","0","3184","0","3184","29","29463","27273","11","交通系IC(5)/JCB(1)/Master(2)/iD(3)","13373","交通系IC(4019)/JCB(393)/Master(4678)/iD(4283)","12379","交通系IC(3720)/JCB(364)/Master(4330)/iD(3965)","0","","0","","0","","3","449","415","0","0","0","","0","0","0","0","0","0","0","40","0","0","1071","1","1070","991","1","990","0"
"合計","1379","1376992","2490","1374502","1274784","2367","1272417","0","102208","123","102085","759","710479","657742","620","交通系IC(250)/Master(178)/JCB(69)/iD(89)/QUICPay(10)/WAON(9)/選択なし(15)","666513","交通系IC(218531)/Master(225497)/JCB(81507)/iD(94082)/QUICPay(11287)/WAON(11429)/選択なし(24180)","617042","交通系IC(202313)/Master(208759)/JCB(75457)/iD(87099)/QUICPay(10449)/WAON(10580)/選択なし(22385)","0","","0","","0","","41","9449","8746","0","0","0","","0","0","0","0","0","0","0","1379","0","0","999","2","997","924","2","923","0"
