"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税抜)","過不足"
"09/18(土)","47","46212","54","46158","42797","54","42743","0","3415","0","3415","31","30037","27817","16","MASTER(1)/交通系IC(11)/iD(2)/JCB(1)/QUICPay(1)","16175","MASTER(1610)/交通系IC(10569)/iD(2013)/JCB(1244)/QUICPay(739)","14979","MASTER(1491)/交通系IC(9788)/iD(1864)/JCB(1152)/QUICPay(684)","0","","0","","0","","1","578","536","0","0","0","","0","0","0","0","0","0","0","47","0","0","983","911","0"
"09/19(日)","88","93787","64","93723","86863","64","86799","0","6924","0","6924","56","54057","50066","32","iD(3)/交通系IC(14)/MASTER(12)/WAON(1)/QUICPay(1)/JCB(1)","39730","iD(1676)/交通系IC(12493)/MASTER(21416)/WAON(2675)/QUICPay(831)/JCB(639)","36798","iD(1552)/交通系IC(11571)/MASTER(19835)/WAON(2478)/QUICPay(770)/JCB(592)","0","","0","","0","","1","214","198","0","0","0","","0","0","0","0","0","0","0","88","0","0","1066","987","0"
"09/20(月)","62","58990","46","58944","54633","46","54587","0","4357","0","4357","43","38747","35885","19","JCB(5)/交通系IC(9)/MASTER(4)/iD(1)","20243","JCB(5418)/交通系IC(6910)/MASTER(6790)/iD(1125)","18748","JCB(5018)/交通系IC(6400)/MASTER(6288)/iD(1042)","0","","0","","0","","2","536","496","0","0","0","","0","0","0","0","0","0","0","62","0","0","951","881","0"
"09/21(火)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"09/22(水)","59","55536","24","55512","51436","24","51412","0","4100","0","4100","37","35183","32586","22","交通系IC(10)/MASTER(6)/iD(5)/JCB(1)","20353","交通系IC(7936)/MASTER(7275)/iD(3543)/JCB(1599)","18850","交通系IC(7350)/MASTER(6738)/iD(3281)/JCB(1481)","0","","0","","0","","1","1021","946","0","0","0","","0","0","0","0","0","0","0","59","0","0","941","872","0"
"09/23(木)","80","72312","44","72268","66968","44","66924","0","5344","0","5344","56","51647","47830","24","交通系IC(12)/MASTER(7)/QUICPay(1)/iD(3)/WAON(1)","20665","交通系IC(8858)/MASTER(9008)/QUICPay(270)/iD(2313)/WAON(216)","19137","交通系IC(8203)/MASTER(8342)/QUICPay(250)/iD(2142)/WAON(200)","0","","0","","0","","2","843","781","0","0","0","","0","0","0","0","0","0","0","80","0","0","904","837","0"
"09/24(金)","49","46392","25","46367","42965","25","42940","0","3427","0","3427","29","27354","25333","20","MASTER(9)/iD(1)/交通系IC(7)/JCB(2)/QUICPay(1)","19038","MASTER(11453)/iD(1042)/交通系IC(4875)/JCB(919)/QUICPay(749)","17632","MASTER(10607)/iD(965)/交通系IC(4515)/JCB(851)/QUICPay(694)","0","","0","","0","","1","357","330","0","0","0","","0","0","0","0","0","0","0","49","0","0","947","877","0"
"09/25(土)","74","81677","62","81615","75646","62","75584","0","6031","0","6031","41","44885","41571","33","交通系IC(19)/選択なし(2)/JCB(3)/iD(3)/MASTER(6)","36792","交通系IC(19945)/選択なし(2534)/JCB(2897)/iD(5751)/MASTER(5665)","34075","交通系IC(18472)/選択なし(2347)/JCB(2683)/iD(5326)/MASTER(5247)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","74","0","0","1104","1022","0"
"09/26(日)","84","81937","72","81865","75893","72","75821","0","6044","0","6044","54","54332","50324","30","交通系IC(14)/QUICPay(1)/iD(5)/MASTER(6)/JCB(2)/WAON(2)","27605","交通系IC(9922)/QUICPay(562)/iD(5559)/MASTER(6258)/JCB(2332)/WAON(2972)","25569","交通系IC(9190)/QUICPay(521)/iD(5149)/MASTER(5796)/JCB(2160)/WAON(2753)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","84","0","0","975","903","0"
"09/27(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"09/28(火)","59","57977","62","57915","53694","62","53632","0","4283","0","4283","38","33300","30840","21","MASTER(9)/交通系IC(8)/WAON(2)/iD(2)","24677","MASTER(16458)/交通系IC(4873)/WAON(1180)/iD(2166)","22854","MASTER(15242)/交通系IC(4513)/WAON(1093)/iD(2006)","0","","0","","0","","2","581","538","0","0","0","","0","0","0","0","0","0","0","59","0","0","983","910","0"
"09/29(水)","43","42465","29","42436","39325","29","39296","0","3140","0","3140","26","26687","24714","17","MASTER(3)/交通系IC(10)/QUICPay(1)/JCB(1)/WAON(1)/iD(1)","15778","MASTER(2079)/交通系IC(8097)/QUICPay(508)/JCB(2280)/WAON(2187)/iD(627)","14610","MASTER(1925)/交通系IC(7498)/QUICPay(470)/JCB(2111)/WAON(2025)/iD(581)","0","","0","","0","","1","314","291","0","0","0","","0","0","0","0","0","0","0","43","0","0","988","915","0"
"09/30(木)","63","55931","57","55874","51804","57","51747","0","4127","0","4127","40","33528","31054","23","交通系IC(10)/iD(5)/QUICPay(1)/JCB(1)/MASTER(6)","22403","交通系IC(8737)/iD(4204)/QUICPay(583)/JCB(627)/MASTER(8252)","20750","交通系IC(8092)/iD(3894)/QUICPay(540)/JCB(581)/MASTER(7643)","0","","0","","0","","1","273","253","0","0","0","","0","0","0","0","0","0","0","63","0","0","888","822","0"
"合計","1667","1592636","1411","1591225","1475097","1411","1473686","0","117539","0","117539","1085","996497","922957","582","交通系IC(282)/JCB(49)/iD(69)/MASTER(143)/選択なし(15)/QUICPay(16)/WAON(8)","596139","交通系IC(236781)/JCB(54916)/iD(66548)/MASTER(194497)/選択なし(19879)/QUICPay(13580)/WAON(9938)","552140","交通系IC(219304)/JCB(50862)/iD(61636)/MASTER(180141)/選択なし(18413)/QUICPay(12579)/WAON(9205)","0","","0","","0","","27","9110","8436","0","0","0","","0","0","0","0","0","0","0","1667","0","0","955","885","0"
