"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税込・10%対象)","客単価(税込・8%対象)","客単価(税抜)","客単価(税抜・10%対象)","客単価(税抜・8%対象)","過不足"
"09/11(日)","79","86165","57","86108","79768","57","79711","0","6397","0","6397","42","41432","38356","37","選択なし(2)/交通系IC(10)/Master(12)/WAON(2)/JCB(3)/iD(4)/QUICPay(4)","44733","選択なし(1740)/交通系IC(8426)/Master(22489)/WAON(907)/JCB(1292)/iD(3904)/QUICPay(5975)","41411","選択なし(1611)/交通系IC(7800)/Master(20819)/WAON(840)/JCB(1196)/iD(3614)/QUICPay(5531)","0","","0","","0","","2","716","663","0","0","0","","0","0","0","0","0","0","0","79","0","0","1091","1","1090","1010","1","1009","0"
"09/12(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"09/13(火)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"09/14(水)","33","35836","14","35822","33179","14","33165","0","2657","0","2657","18","21389","19803","15","交通系IC(7)/iD(4)/Master(2)/JCB(1)/選択なし(1)","14447","交通系IC(5112)/iD(3234)/Master(3260)/JCB(303)/選択なし(2538)","13376","交通系IC(4733)/iD(2994)/Master(3018)/JCB(281)/選択なし(2350)","0","","0","","0","","1","233","216","0","0","0","","0","0","0","0","0","0","0","33","0","0","1086","0","1086","1005","0","1005","0"
"09/15(木)","58","51558","40","51518","47727","40","47687","0","3831","0","3831","30","26024","24090","28","交通系IC(14)/Master(11)/iD(2)/JCB(1)","25534","交通系IC(11017)/Master(12543)/iD(1336)/JCB(638)","23637","交通系IC(10198)/Master(11611)/iD(1237)/JCB(591)","0","","0","","0","","2","652","604","0","0","0","","0","0","0","0","0","0","0","58","0","0","889","1","888","823","1","822","0"
"09/16(金)","52","49395","57","49338","45731","57","45674","0","3664","0","3664","31","28117","26031","21","QUICPay(2)/JCB(3)/Master(6)/交通系IC(9)/選択なし(1)","21278","QUICPay(2726)/JCB(2253)/Master(7316)/交通系IC(7966)/選択なし(1017)","19700","QUICPay(2524)/JCB(2086)/Master(6773)/交通系IC(7375)/選択なし(942)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","52","0","0","950","1","949","879","1","878","0"
"09/17(土)","66","76649","52","76597","70960","52","70908","0","5689","0","5689","30","32243","29850","36","Master(16)/交通系IC(8)/QUICPay(3)/JCB(3)/iD(6)","44406","Master(23509)/交通系IC(5166)/QUICPay(5302)/JCB(2790)/iD(7639)","41110","Master(21764)/交通系IC(4783)/QUICPay(4908)/JCB(2583)/iD(7072)","0","","0","","0","","1","603","559","0","0","0","","0","0","0","0","0","0","0","66","0","0","1161","1","1161","1075","1","1074","0"
"09/18(日)","47","56204","34","56170","52034","34","52000","0","4170","0","4170","24","24010","22229","23","交通系IC(10)/JCB(6)/Master(5)/QUICPay(1)/iD(1)","32194","交通系IC(12767)/JCB(8241)/Master(8556)/QUICPay(1414)/iD(1216)","29806","交通系IC(11820)/JCB(7630)/Master(7921)/QUICPay(1309)/iD(1126)","0","","0","","0","","2","768","711","0","0","0","","0","0","0","0","0","0","0","47","0","0","1196","1","1195","1107","1","1106","0"
"09/19(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"09/20(火)","37","33438","33","33405","30957","33","30924","0","2481","0","2481","22","20486","18966","15","交通系IC(6)/Master(4)/JCB(1)/QUICPay(1)/iD(3)","12952","交通系IC(4102)/Master(3604)/JCB(508)/QUICPay(1991)/iD(2747)","11991","交通系IC(3798)/Master(3337)/JCB(470)/QUICPay(1843)/iD(2543)","0","","0","","0","","1","261","242","0","0","0","","0","0","0","0","0","0","0","37","0","0","904","1","903","837","1","836","0"
"09/21(水)","48","48110","41","48069","44536","41","44495","0","3574","0","3574","27","28371","26263","21","Master(7)/JCB(4)/交通系IC(8)/選択なし(1)/iD(1)","19739","Master(8284)/JCB(2987)/交通系IC(7016)/選択なし(870)/iD(582)","18273","Master(7669)/JCB(2765)/交通系IC(6495)/選択なし(805)/iD(539)","0","","0","","0","","2","565","523","0","0","0","","0","0","0","0","0","0","0","48","0","0","1002","1","1001","928","1","927","0"
"09/22(木)","46","40883","39","40844","37852","39","37813","0","3031","0","3031","28","24611","22786","18","JCB(2)/交通系IC(8)/iD(2)/Master(4)/選択なし(1)/WAON(1)","16272","JCB(1933)/交通系IC(6344)/iD(1527)/Master(3531)/選択なし(2340)/WAON(597)","15067","JCB(1790)/交通系IC(5874)/iD(1414)/Master(3269)/選択なし(2167)/WAON(553)","0","","0","","0","","1","156","144","0","0","0","","0","0","0","0","0","0","0","46","0","0","889","1","888","823","1","822","0"
"09/23(金)","65","72370","61","72309","67006","61","66945","0","5364","0","5364","30","29365","27188","35","Master(9)/iD(3)/交通系IC(17)/JCB(4)/WAON(1)/QUICPay(1)","43005","Master(13213)/iD(4216)/交通系IC(20897)/JCB(1917)/WAON(2584)/QUICPay(178)","39818","Master(12234)/iD(3904)/交通系IC(19348)/JCB(1775)/WAON(2392)/QUICPay(165)","0","","0","","0","","1","285","264","0","0","0","","0","0","0","0","0","0","0","65","0","0","1113","1","1112","1031","1","1030","0"
"09/24(土)","61","68337","56","68281","63265","56","63209","0","5072","0","5072","30","28325","26223","31","交通系IC(15)/Master(10)/iD(3)/QUICPay(1)/選択なし(2)","40012","交通系IC(16695)/Master(15933)/iD(3977)/QUICPay(421)/選択なし(2986)","37042","交通系IC(15456)/Master(14750)/iD(3682)/QUICPay(390)/選択なし(2764)","0","","0","","0","","1","196","182","0","0","0","","0","0","0","0","0","0","0","61","0","0","1120","1","1119","1037","1","1036","0"
"09/25(日)","66","75075","50","75025","69503","50","69453","0","5572","0","5572","44","49617","45934","22","Master(7)/iD(2)/交通系IC(10)/選択なし(1)/JCB(1)/QUICPay(1)","25458","Master(8929)/iD(639)/交通系IC(13524)/選択なし(794)/JCB(606)/QUICPay(966)","23568","Master(8266)/iD(592)/交通系IC(12520)/選択なし(735)/JCB(561)/QUICPay(894)","0","","0","","0","","2","356","329","0","0","0","","0","0","0","0","0","0","0","66","0","0","1138","1","1137","1053","1","1052","0"
"09/26(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"09/27(火)","40","40341","17","40324","37349","17","37332","0","2992","0","2992","25","25043","23186","15","交通系IC(6)/Master(6)/iD(2)/QUICPay(1)","15298","交通系IC(2690)/Master(9260)/iD(1811)/QUICPay(1537)","14163","交通系IC(2490)/Master(8573)/iD(1677)/QUICPay(1423)","0","","0","","0","","1","264","244","0","0","0","","0","0","0","0","0","0","0","40","0","0","1009","0","1008","934","0","933","0"
"09/28(水)","53","43000","39","42961","39814","39","39775","0","3186","0","3186","25","20106","18616","28","交通系IC(13)/Master(4)/選択なし(2)/JCB(3)/iD(2)/WAON(1)/QUICPay(3)","22894","交通系IC(10822)/Master(4368)/選択なし(1230)/JCB(1621)/iD(1322)/WAON(659)/QUICPay(2872)","21197","交通系IC(10020)/Master(4044)/選択なし(1139)/JCB(1501)/iD(1224)/WAON(610)/QUICPay(2659)","0","","0","","0","","2","591","548","0","0","0","","0","0","0","0","0","0","0","53","0","0","811","1","811","751","1","750","0"
"09/29(木)","62","50644","42","50602","46887","42","46845","0","3757","0","3757","32","23277","21550","30","Master(10)/交通系IC(13)/選択なし(1)/iD(5)/JCB(1)","27367","Master(9716)/交通系IC(10595)/選択なし(1580)/iD(4927)/JCB(549)","25336","Master(8995)/交通系IC(9809)/選択なし(1463)/iD(4561)/JCB(508)","0","","0","","0","","2","492","455","0","0","0","","0","0","0","0","0","0","0","62","0","0","817","1","816","756","1","756","0"
"09/30(金)","35","36162","37","36125","33479","37","33442","0","2683","0","2683","19","18444","17076","16","Master(4)/交通系IC(8)/JCB(3)/iD(1)","17718","Master(3882)/交通系IC(7327)/JCB(5316)/iD(1193)","16403","Master(3594)/交通系IC(6783)/JCB(4922)/iD(1104)","0","","0","","0","","2","473","438","0","0","0","","0","0","0","0","0","0","0","35","0","0","1033","1","1032","957","1","955","0"
"合計","1331","1379405","1125","1378280","1277029","1125","1275904","0","102376","0","102376","713","706453","654022","618","iD(70)/交通系IC(248)/JCB(62)/WAON(10)/Master(187)/選択なし(17)/QUICPay(24)","672952","iD(74703)/交通系IC(228629)/JCB(60896)/WAON(10779)/Master(246874)/選択なし(23339)/QUICPay(27732)","623009","iD(69159)/交通系IC(211662)/JCB(56379)/WAON(9980)/Master(228548)/選択なし(21608)/QUICPay(25673)","0","","0","","0","","37","10688","9896","0","0","0","","0","0","0","0","0","0","0","1331","0","0","1036","1","1036","959","1","959","0"
