"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税込・10%対象)","客単価(税込・8%対象)","客単価(税抜)","客単価(税抜・10%対象)","客単価(税抜・8%対象)","過不足"
"11/11(金)","42","35780","21","35759","33131","21","33110","0","2649","0","2649","26","20042","18558","16","交通系IC(7)/JCB(2)/QUICPay(1)/Master(4)/選択なし(1)/iD(1)","15738","交通系IC(5669)/JCB(2635)/QUICPay(1263)/Master(4843)/選択なし(658)/iD(670)","14571","交通系IC(5249)/JCB(2440)/QUICPay(1169)/Master(4484)/選択なし(609)/iD(620)","0","","0","","0","","1","154","143","0","0","0","","0","0","0","0","0","0","0","42","0","0","852","1","851","789","1","788","0"
"11/12(土)","96","117226","79","117147","108539","79","108460","0","8687","0","8687","52","59976","55532","44","交通系IC(16)/iD(6)/WAON(1)/Master(15)/JCB(6)","57250","交通系IC(19530)/iD(8999)/WAON(595)/Master(20490)/JCB(7636)","53008","交通系IC(18083)/iD(8332)/WAON(551)/Master(18972)/JCB(7070)","0","","0","","0","","2","379","351","0","0","0","","0","0","0","0","0","0","0","96","0","0","1221","1","1220","1131","1","1130","0"
"11/13(日)","73","85233","73","85160","78915","73","78842","0","6318","0","6318","35","37567","34782","38","iD(6)/WAON(1)/Master(15)/JCB(5)/交通系IC(10)/QUICPay(1)","47666","iD(6710)/WAON(809)/Master(21521)/JCB(6541)/交通系IC(11178)/QUICPay(907)","44133","iD(6213)/WAON(749)/Master(19926)/JCB(6056)/交通系IC(10349)/QUICPay(840)","0","","0","","0","","2","390","362","0","0","0","","0","0","0","0","0","0","0","73","0","0","1168","1","1167","1081","1","1080","0"
"11/14(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11/15(火)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11/16(水)","47","48989","32","48957","45355","32","45323","0","3634","0","3634","26","23097","21384","21","JCB(4)/QUICPay(1)/交通系IC(11)/Master(4)/iD(1)","25892","JCB(4125)/QUICPay(738)/交通系IC(13499)/Master(6245)/iD(1285)","23972","JCB(3819)/QUICPay(683)/交通系IC(12498)/Master(5782)/iD(1190)","0","","0","","0","","1","240","222","0","0","0","","0","0","0","0","0","0","0","47","0","0","1042","1","1042","965","1","964","0"
"11/17(木)","48","42639","53","42586","39481","53","39428","0","3158","0","3158","25","20288","18785","23","交通系IC(11)/JCB(4)/Master(7)/iD(1)","22351","交通系IC(10768)/JCB(5393)/Master(5596)/iD(594)","20696","交通系IC(9970)/JCB(4994)/Master(5182)/iD(550)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","48","0","0","888","1","887","823","1","821","0"
"11/18(金)","55","54068","45","54023","50064","45","50019","0","4004","0","4004","26","24286","22488","29","Master(9)/交通系IC(15)/QUICPay(1)/iD(2)/JCB(2)","29782","Master(10174)/交通系IC(13197)/QUICPay(1393)/iD(3492)/JCB(1526)","27577","Master(9421)/交通系IC(12220)/QUICPay(1290)/iD(3233)/JCB(1413)","0","","0","","0","","2","360","333","0","0","0","","0","0","0","0","0","0","0","55","0","0","983","1","982","910","1","909","0"
"11/19(土)","84","96723","86","96637","89558","86","89472","0","7165","0","7165","47","51562","47742","37","Master(12)/JCB(4)/交通系IC(11)/QUICPay(1)/WAON(2)/iD(7)","45161","Master(16448)/JCB(4974)/交通系IC(10873)/QUICPay(918)/WAON(2666)/iD(9282)","41817","Master(15230)/JCB(4606)/交通系IC(10068)/QUICPay(850)/WAON(2469)/iD(8594)","0","","0","","0","","2","560","519","0","0","0","","0","0","0","0","0","0","0","84","0","0","1151","1","1150","1066","1","1065","0"
"11/20(日)","65","79819","55","79764","73902","55","73847","0","5917","0","5917","36","38518","35663","29","交通系IC(15)/Master(9)/iD(3)/JCB(1)/QUICPay(1)","41301","交通系IC(18002)/Master(16574)/iD(5850)/JCB(238)/QUICPay(637)","38239","交通系IC(16668)/Master(15345)/iD(5416)/JCB(220)/QUICPay(590)","0","","0","","0","","1","10","9","0","0","0","","0","0","0","0","0","0","0","65","0","0","1228","1","1227","1137","1","1136","0"
"11/21(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11/22(火)","53","49464","41","49423","45793","41","45752","0","3671","0","3671","28","21817","20198","25","Master(13)/交通系IC(7)/iD(4)/JCB(1)","27647","Master(15057)/交通系IC(7262)/iD(4160)/JCB(1168)","25595","Master(13940)/交通系IC(6723)/iD(3851)/JCB(1081)","0","","0","","0","","3","670","621","0","0","0","","0","0","0","0","0","0","0","53","0","0","933","1","933","864","1","863","0"
"11/23(水)","35","42751","30","42721","39579","30","39549","0","3172","0","3172","20","19963","18482","15","JCB(3)/QUICPay(1)/Master(5)/交通系IC(5)/iD(1)","22788","JCB(3418)/QUICPay(530)/Master(8344)/交通系IC(7325)/iD(3171)","21098","JCB(3164)/QUICPay(491)/Master(7725)/交通系IC(6782)/iD(2936)","0","","0","","0","","2","645","597","0","0","0","","0","0","0","0","0","0","0","35","0","0","1221","1","1221","1131","1","1130","0"
"11/24(木)","33","35718","36","35682","33066","36","33030","0","2652","0","2652","15","12472","11546","18","Master(7)/iD(3)/交通系IC(6)/JCB(2)","23246","Master(9400)/iD(4409)/交通系IC(7560)/JCB(1877)","21521","Master(8702)/iD(4082)/交通系IC(6999)/JCB(1738)","0","","0","","0","","2","485","449","0","0","0","","0","0","0","0","0","0","0","33","0","0","1082","1","1081","1002","1","1001","0"
"11/25(金)","37","31189","14","31175","28871","14","28857","0","2318","0","2318","19","16497","15271","18","JCB(4)/交通系IC(10)/Master(4)","14692","JCB(3248)/交通系IC(9151)/Master(2293)","13601","JCB(3007)/交通系IC(8471)/Master(2123)","0","","0","","0","","2","499","462","0","0","0","","0","0","0","0","0","0","0","37","0","0","843","0","843","780","0","780","0"
"11/26(土)","88","122090","70","122020","113041","70","112971","0","9049","0","9049","36","43722","40481","52","iD(7)/交通系IC(21)/JCB(4)/Master(20)","78368","iD(7159)/交通系IC(26977)/JCB(3591)/Master(40641)","72560","iD(6628)/交通系IC(24978)/JCB(3325)/Master(37629)","0","","0","","0","","1","894","828","0","0","0","","0","0","0","0","0","0","0","88","0","0","1387","1","1387","1285","1","1284","0"
"11/27(日)","93","118671","104","118567","109882","104","109778","0","8789","0","8789","53","57033","52809","40","JCB(8)/Master(15)/交通系IC(12)/選択なし(2)/iD(3)","61638","JCB(13843)/Master(24897)/交通系IC(12855)/選択なし(4947)/iD(5096)","57074","JCB(12818)/Master(23053)/交通系IC(11903)/選択なし(4581)/iD(4719)","0","","0","","0","","1","152","141","0","0","0","","0","0","0","0","0","0","0","93","0","0","1276","1","1275","1182","1","1180","0"
"11/28(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11/29(火)","50","51758","33","51725","47925","33","47892","0","3833","0","3833","30","27192","25178","20","交通系IC(5)/Master(9)/選択なし(1)/JCB(4)/QUICPay(1)","24566","交通系IC(4023)/Master(13965)/選択なし(399)/JCB(3976)/QUICPay(2203)","22747","交通系IC(3725)/Master(12931)/選択なし(369)/JCB(3682)/QUICPay(2040)","0","","0","","0","","2","447","414","0","0","0","","0","0","0","0","0","0","0","50","0","0","1035","1","1035","959","1","958","0"
"11/30(水)","41","38712","31","38681","35841","31","35810","0","2871","0","2871","20","21457","19866","21","Master(9)/交通系IC(7)/QUICPay(1)/WAON(1)/JCB(2)/iD(1)","17255","Master(8415)/交通系IC(4637)/QUICPay(565)/WAON(1554)/JCB(1123)/iD(961)","15976","Master(7791)/交通系IC(4293)/QUICPay(523)/WAON(1439)/JCB(1040)/iD(890)","0","","0","","0","","2","537","498","0","0","0","","0","0","0","0","0","0","0","41","0","0","944","1","943","874","1","873","0"
"合計","1500","1633738","1275","1632463","1512645","1275","1511370","0","121093","0","121093","819","819850","759086","681","交通系IC(260)/Master(237)/QUICPay(17)/iD(68)/JCB(83)/WAON(9)/選択なし(7)","813888","交通系IC(268747)/Master(324811)/QUICPay(16696)/iD(91737)/JCB(94738)/WAON(7806)/選択なし(9353)","753565","交通系IC(248827)/Master(300738)/QUICPay(15459)/iD(84936)/JCB(87717)/WAON(7229)/選択なし(8659)","0","","0","","0","","35","9224","8545","0","0","0","","0","0","0","0","0","0","0","1500","0","0","1089","1","1088","1008","1","1008","0"
