"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税込・10%対象)","客単価(税込・8%対象)","客単価(税抜)","客単価(税抜・10%対象)","客単価(税抜・8%対象)","過不足"
"10/11(火)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10/12(水)","52","57046","46","57000","52815","46","52769","0","4231","0","4231","25","26551","24582","27","交通系IC(12)/JCB(6)/Master(6)/iD(3)","30495","交通系IC(13921)/JCB(7970)/Master(5844)/iD(2760)","28234","交通系IC(12889)/JCB(7379)/Master(5411)/iD(2555)","0","","0","","0","","1","243","225","0","0","0","","0","0","0","0","0","0","0","52","0","0","1097","1","1096","1016","1","1015","0"
"10/13(木)","40","35071","38","35033","32463","38","32425","0","2608","0","2608","25","23041","21328","15","iD(2)/交通系IC(7)/JCB(3)/Master(3)","12030","iD(1029)/交通系IC(5585)/JCB(1930)/Master(3486)","11135","iD(952)/交通系IC(5170)/JCB(1786)/Master(3227)","0","","0","","0","","2","589","545","0","0","0","","0","0","0","0","0","0","0","40","0","0","877","1","876","812","1","811","0"
"10/14(金)","32","34749","25","34724","32170","25","32145","0","2579","0","2579","20","17613","16306","12","JCB(3)/Master(6)/交通系IC(2)/iD(1)","17136","JCB(3071)/Master(10008)/交通系IC(3419)/iD(638)","15864","JCB(2843)/Master(9265)/交通系IC(3165)/iD(591)","0","","0","","0","","3","720","667","0","0","0","","0","0","0","0","0","0","0","32","0","0","1086","1","1085","1005","1","1005","0"
"10/15(土)","84","92572","94","92478","85693","94","85599","0","6879","0","6879","37","35663","33013","47","iD(4)/Master(21)/JCB(6)/交通系IC(15)/QUICPay(1)","56909","iD(4618)/Master(31792)/JCB(5864)/交通系IC(13850)/QUICPay(785)","52681","iD(4275)/Master(29430)/JCB(5428)/交通系IC(12821)/QUICPay(727)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","84","0","0","1102","1","1101","1020","1","1019","0"
"10/16(日)","76","76830","68","76762","71125","68","71057","0","5705","0","5705","51","51050","47259","25","Master(7)/iD(3)/交通系IC(11)/QUICPay(2)/JCB(2)","25780","Master(8603)/iD(2203)/交通系IC(9296)/QUICPay(2814)/JCB(2864)","23865","Master(7964)/iD(2039)/交通系IC(8606)/QUICPay(2605)/JCB(2651)","0","","0","","0","","2","724","671","0","0","0","","0","0","0","0","0","0","0","76","0","0","1011","1","1010","936","1","935","0"
"10/17(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10/18(火)","58","59246","31","59215","54841","31","54810","0","4405","0","4405","30","22271","20615","28","WAON(1)/交通系IC(16)/Master(3)/選択なし(2)/JCB(3)/QUICPay(2)/iD(1)","36975","WAON(535)/交通系IC(22981)/Master(5477)/選択なし(1939)/JCB(3163)/QUICPay(1880)/iD(1000)","34226","WAON(495)/交通系IC(21272)/Master(5070)/選択なし(1795)/JCB(2928)/QUICPay(1740)/iD(926)","0","","0","","0","","1","159","147","0","0","0","","0","0","0","0","0","0","0","58","0","0","1021","1","1021","946","1","945","0"
"10/19(水)","53","45971","42","45929","42556","42","42514","0","3415","0","3415","37","31668","29316","16","WAON(1)/交通系IC(5)/Master(7)/JCB(2)/iD(1)","14303","WAON(356)/交通系IC(3135)/Master(8063)/JCB(2319)/iD(430)","13241","WAON(330)/交通系IC(2902)/Master(7464)/JCB(2147)/iD(398)","0","","0","","0","","2","437","405","0","0","0","","0","0","0","0","0","0","0","53","0","0","867","1","867","803","1","802","0"
"10/20(木)","45","41624","35","41589","38533","35","38498","0","3091","0","3091","32","23365","21630","13","JCB(2)/交通系IC(5)/選択なし(1)/Master(5)","18259","JCB(1755)/交通系IC(4479)/選択なし(735)/Master(11290)","16903","JCB(1625)/交通系IC(4146)/選択なし(680)/Master(10452)","0","","0","","0","","2","601","557","0","0","0","","0","0","0","0","0","0","0","45","0","0","925","1","924","856","1","856","0"
"10/21(金)","44","36654","25","36629","33932","25","33907","0","2722","0","2722","19","13512","12509","25","Master(3)/交通系IC(12)/JCB(6)/iD(3)/選択なし(1)","23142","Master(2883)/交通系IC(11678)/JCB(4614)/iD(2731)/選択なし(1236)","21423","Master(2669)/交通系IC(10811)/JCB(4271)/iD(2528)/選択なし(1144)","0","","0","","0","","1","253","234","0","0","0","","0","0","0","0","0","0","0","44","0","0","833","1","832","771","1","771","0"
"10/22(土)","90","108745","65","108680","100670","65","100605","0","8075","0","8075","42","40699","37677","49","交通系IC(14)/iD(6)/Master(20)/JCB(5)/QUICPay(1)/WAON(2)/選択なし(1)","68046","交通系IC(17282)/iD(8337)/Master(28424)/JCB(7812)/QUICPay(990)/WAON(4309)/選択なし(892)","62993","交通系IC(15999)/iD(7718)/Master(26313)/JCB(7232)/QUICPay(916)/WAON(3989)/選択なし(826)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","90","0","0","1208","1","1208","1119","1","1118","0"
"10/23(日)","78","85906","68","85838","79531","68","79463","0","6375","0","6375","37","42151","39023","41","交通系IC(17)/Master(14)/iD(3)/JCB(2)/QUICPay(3)/選択なし(1)/WAON(1)","43755","交通系IC(16197)/Master(17753)/iD(3745)/JCB(1219)/QUICPay(2652)/選択なし(1508)/WAON(681)","40508","交通系IC(14995)/Master(16436)/iD(3467)/JCB(1129)/QUICPay(2455)/選択なし(1396)/WAON(630)","0","","0","","0","","2","779","721","0","0","0","","0","0","0","0","0","0","0","78","0","0","1101","1","1100","1020","1","1019","0"
"10/24(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10/25(火)","50","44489","19","44470","41182","19","41163","0","3307","0","3307","27","22368","20705","23","交通系IC(9)/iD(6)/WAON(2)/Master(5)/JCB(1)","22121","交通系IC(9566)/iD(5107)/WAON(2159)/Master(4824)/JCB(465)","20476","交通系IC(8855)/iD(4727)/WAON(1999)/Master(4465)/JCB(430)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","50","0","0","890","0","889","824","0","823","0"
"10/26(水)","49","45435","29","45406","42064","29","42035","0","3371","0","3371","27","22876","21179","22","交通系IC(7)/Master(8)/選択なし(2)/iD(3)/JCB(2)","22559","交通系IC(5592)/Master(8721)/選択なし(3746)/iD(1516)/JCB(2984)","20886","交通系IC(5177)/Master(8074)/選択なし(3468)/iD(1404)/JCB(2763)","0","","0","","0","","2","324","300","0","0","0","","0","0","0","0","0","0","0","49","0","0","927","1","927","858","1","858","0"
"10/27(木)","51","56820","54","56766","52597","54","52543","0","4223","0","4223","28","29307","27129","23","Master(8)/選択なし(1)/交通系IC(6)/JCB(5)/iD(3)","27513","Master(8136)/選択なし(1161)/交通系IC(4883)/JCB(10455)/iD(2878)","25468","Master(7531)/選択なし(1075)/交通系IC(4520)/JCB(9678)/iD(2664)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","51","0","0","1114","1","1113","1031","1","1030","0"
"10/28(金)","43","32886","37","32849","30443","37","30406","0","2443","0","2443","25","18822","17424","18","交通系IC(10)/Master(2)/iD(4)/JCB(1)/QUICPay(1)","14064","交通系IC(7973)/Master(1927)/iD(1842)/JCB(1546)/QUICPay(776)","13019","交通系IC(7381)/Master(1784)/iD(1705)/JCB(1431)/QUICPay(718)","0","","0","","0","","2","359","333","0","0","0","","0","0","0","0","0","0","0","43","0","0","765","1","764","708","1","707","0"
"10/29(土)","93","103379","88","103291","95694","88","95606","0","7685","0","7685","44","44622","41305","49","WAON(2)/交通系IC(22)/JCB(7)/QUICPay(2)/Master(12)/選択なし(2)/iD(2)","58757","WAON(1276)/交通系IC(19812)/JCB(9348)/QUICPay(2672)/Master(18430)/選択なし(4645)/iD(2574)","54389","WAON(1181)/交通系IC(18339)/JCB(8653)/QUICPay(2473)/Master(17060)/選択なし(4300)/iD(2383)","0","","0","","0","","3","424","393","0","0","0","","0","0","0","0","0","0","0","93","0","0","1112","1","1111","1029","1","1028","0"
"10/30(日)","68","70839","59","70780","65570","59","65511","0","5269","0","5269","40","37916","35096","28","交通系IC(10)/JCB(4)/Master(5)/iD(8)/QUICPay(1)","32923","交通系IC(10547)/JCB(5800)/Master(7607)/iD(7893)/QUICPay(1076)","30475","交通系IC(9763)/JCB(5369)/Master(7041)/iD(7306)/QUICPay(996)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","68","0","0","1042","1","1041","964","1","963","0"
"10/31(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1466","1530570","1209","1529361","1416886","1209","1415677","0","113684","0","113684","786","730596","676333","681","Master(215)/交通系IC(247)/QUICPay(21)/JCB(98)/選択なし(17)/iD(73)/WAON(10)","799974","Master(305105)/交通系IC(250000)/QUICPay(22606)/JCB(112318)/選択なし(24266)/iD(73834)/WAON(11845)","740557","Master(282445)/交通系IC(231432)/QUICPay(20926)/JCB(103976)/選択なし(22464)/iD(68349)/WAON(10965)","0","","0","","0","","35","7754","7180","0","0","0","","0","0","0","0","0","0","0","1466","0","0","1044","1","1043","967","1","966","0"
