"日付","取引数","売上高(税込)","売上高(税込・10%対象)","売上高(税込・8%対象)","売上高(税抜)","売上高(税抜・10%対象)","売上高(税抜・8%対象)","売上高(非課税)","消費税(金額)","消費税(10%)","消費税(8%)","現計(取引数)","現計(税込金額)","現計(税抜金額)","信計(取引数)","信計(取引数内訳)","信計(税込金額)","信計(税込金額内訳)","信計(税抜金額)","信計(税抜金額内訳)","その他(取引数)","その他(取引数内訳)","その他(税込金額)","その他(税込金額内訳)","その他(税抜金額)","その他(税抜金額内訳)","現金値引(取引数)","現金値引(税込金額)","現金値引(税抜金額)","クーポン値引(取引数)","クーポン値引(税込金額)","クーポン値引(税抜金額)","クーポン値引(内訳)","端数値引","サービス料(取引数)","サービス料(税込金額)","サービス料(税抜金額)","深夜料(取引数)","深夜料(税込金額)","深夜料(税抜金額)","客数","男","女","客単価(税込)","客単価(税抜)","過不足"
"02/1(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02/2(火)","74","65690","66","65624","60851","66","60785","0","4839","0","4839","74","65690","60851","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","74","0","0","888","822","0"
"02/3(水)","60","56433","1243","55190","52250","1135","51115","0","4183","108","4075","60","56433","52250","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","60","0","0","941","871","0"
"02/4(木)","78","66115","64","66051","61234","64","61170","0","4881","0","4881","78","66115","61234","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","78","0","0","848","785","0"
"02/5(金)","82","76859","69","76790","71184","69","71115","0","5675","0","5675","82","76859","71184","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","82","0","0","937","868","0"
"02/6(土)","111","121320","1262","120058","112334","1154","111180","0","8986","108","8878","111","121320","112334","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","111","0","0","1093","1012","0"
"02/7(日)","109","108910","89","108821","100869","89","100780","0","8041","0","8041","109","108910","100869","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","109","0","0","999","925","0"
"02/8(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02/9(火)","77","61264","35","61229","56735","35","56700","0","4529","0","4529","77","61264","56735","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","77","0","0","796","737","0"
"02/10(水)","73","68068","59","68009","63046","59","62987","0","5022","0","5022","73","68068","63046","0","","0","","0","","0","","0","","0","","0","0","0","1","100","93","100円引き/100円(1)","0","0","0","0","0","0","0","73","0","0","932","864","0"
"02/11(木)","98","87946","53","87893","81458","53","81405","0","6488","0","6488","98","87946","81458","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","98","0","0","897","831","0"
"02/12(金)","72","67702","55","67647","62715","55","62660","0","4987","0","4987","72","67702","62715","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","72","0","0","940","871","0"
"02/13(土)","110","109841","87","109754","101727","87","101640","0","8114","0","8114","110","109841","101727","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","110","0","0","999","925","0"
"02/14(日)","100","95733","70","95663","88665","70","88595","0","7068","0","7068","100","95733","88665","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","100","0","0","957","887","0"
"02/15(月)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02/16(火)","95","72909","64","72845","67529","64","67465","0","5380","0","5380","95","72909","67529","0","","0","","0","","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","95","0","0","767","711","0"
"02/17(水)","69","59665","76","59589","55261","76","55185","0","4404","0","4404","65","57395","53159","4","交通系IC(1)/MASTER(1)/iD(1)/QUICPay(1)","2270","交通系IC(216)/MASTER(187)/iD(562)/QUICPay(1305)","2103","交通系IC(200)/MASTER(173)/iD(521)/QUICPay(1209)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","69","0","0","865","801","0"
"02/18(木)","70","68313","67","68246","63272","67","63205","0","5041","0","5041","60","59920","55498","10","JCB(1)/交通系IC(5)/iD(2)/MASTER(1)/QUICPay(1)","8393","JCB(615)/交通系IC(4097)/iD(2177)/MASTER(737)/QUICPay(767)","7774","JCB(570)/交通系IC(3795)/iD(2016)/MASTER(683)/QUICPay(710)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","70","0","0","976","904","0"
"02/19(金)","80","73439","38","73401","68023","38","67985","0","5416","0","5416","61","52718","48830","19","MASTER(7)/JCB(3)/交通系IC(6)/QUICPay(1)/iD(2)","20721","MASTER(6231)/JCB(3514)/交通系IC(6395)/QUICPay(1255)/iD(3326)","19192","MASTER(5771)/JCB(3255)/交通系IC(5923)/QUICPay(1162)/iD(3081)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","80","0","0","918","850","0"
"02/20(土)","104","109632","100","109532","101535","100","101435","0","8097","0","8097","72","69224","64111","32","選択なし(1)/MASTER(10)/交通系IC(13)/iD(2)/JCB(2)/QUICPay(4)","40408","選択なし(745)/MASTER(17903)/交通系IC(16008)/iD(1588)/JCB(1539)/QUICPay(2625)","37424","選択なし(690)/MASTER(16581)/交通系IC(14826)/iD(1471)/JCB(1425)/QUICPay(2431)","0","","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","104","0","0","1054","976","0"
