date,transactions,sales,sales_transactions,cash_sales,cashless_transactions,cashless_kind,cashless_sales,cashless_sales_kind,customers,Customer_unit_price,store_horiday
2021/11/13,98,102080,59,67131,39,MASTER(14)/交通系IC(17)/JCB(5)/iD(2)/選択なし(1),34950,MASTER(13514)/交通系IC(14655)/JCB(4436)/iD(1891)/選択なし(454),98,1042,0
2021/11/14,96,98150,54,48441,42,MASTER(17)/QUICPay(1)/交通系IC(17)/iD(4)/JCB(2)/WAON(1),49710,MASTER(22684)/QUICPay(654)/交通系IC(18601)/iD(3786)/JCB(1382)/WAON(2603),96,1022,0
2021/11/15,0,0,0,0,0,,0,,0,0,1
2021/11/16,67,50239,48,35938,19,iD(3)/MASTER(4)/QUICPay(2)/交通系IC(4)/JCB(4)/選択なし(2),14299,iD(1341)/MASTER(3086)/QUICPay(850)/交通系IC(3768)/JCB(3627)/選択なし(1627),67,750,0
2021/11/17,58,50782,37,34008,21,交通系IC(8)/MASTER(5)/JCB(2)/iD(4)/WAON(1)/QUICPay(1),16774,交通系IC(5122)/MASTER(3611)/JCB(2625)/iD(4145)/WAON(1071)/QUICPay(200),58,876,0
2021/11/18,50,36709,31,21186,19,iD(3)/MASTER(6)/交通系IC(7)/JCB(2)/QUICPay(1),15523,iD(3365)/MASTER(4070)/交通系IC(4413)/JCB(2624)/QUICPay(1051),50,734,0
2021/11/19,71,60692,48,36928,23,MASTER(3)/交通系IC(12)/JCB(3)/選択なし(1)/iD(4),23764,MASTER(4392)/交通系IC(9336)/JCB(3385)/選択なし(1182)/iD(5469),71,855,0
2021/11/20,114,124211,66,69121,48,iD(4)/交通系IC(22)/MASTER(20)/選択なし(1)/JCB(1),55091,iD(3277)/交通系IC(20475)/MASTER(29055)/選択なし(721)/JCB(1563),114,1090,0
2021/11/21,71,67953,37,30696,34,JCB(5)/MASTER(8)/iD(6)/WAON(1)/交通系IC(13)/QUICPay(1),37257,JCB(11456)/MASTER(11508)/iD(4283)/WAON(441)/交通系IC(9369)/QUICPay(200),71,957,0
2021/11/22,0,0,0,0,0,,0,,0,0,1
2021/11/23,106,95941,52,43353,54,MASTER(20)/JCB(5)/交通系IC(18)/iD(8)/QUICPay(2)/選択なし(1),52587,MASTER(20429)/JCB(5529)/交通系IC(16940)/iD(8011)/QUICPay(786)/選択なし(892),106,905,0
2021/11/24,58,45849,38,30493,20,交通系IC(9)/MASTER(5)/iD(3)/JCB(1)/選択なし(2),15355,交通系IC(3372)/MASTER(5591)/iD(3035)/JCB(1026)/選択なし(2331),58,791,0
2021/11/25,56,44152,30,20727,26,MASTER(4)/交通系IC(12)/iD(2)/JCB(5)/WAON(1)/選択なし(1)/QUICPay(1),23425,MASTER(4006)/交通系IC(8113)/iD(1021)/JCB(6902)/WAON(306)/選択なし(2877)/QUICPay(200),56,788,0
2021/11/26,51,42952,30,23276,21,交通系IC(8)/MASTER(8)/iD(2)/選択なし(1)/JCB(1)/QUICPay(1),19676,交通系IC(4662)/MASTER(11059)/iD(1156)/選択なし(1124)/JCB(644)/QUICPay(1031),51,842,0
2021/11/27,90,93698,57,54897,33,JCB(6)/交通系IC(10)/QUICPay(1)/iD(6)/MASTER(10),38802,JCB(13785)/交通系IC(7753)/QUICPay(181)/iD(4701)/MASTER(12382),90,1041,0
2021/11/28,88,91411,51,49818,37,MASTER(13)/交通系IC(13)/選択なし(2)/JCB(7)/QUICPay(1)/iD(1),41594,MASTER(16256)/交通系IC(12503)/選択なし(2623)/JCB(8483)/QUICPay(974)/iD(755),88,1039,0
2021/11/29,0,0,0,0,0,,0,,0,0,1
2021/11/30,76,58328,50,38948,26,MASTER(5)/JCB(2)/交通系IC(15)/iD(3)/QUICPay(1),19380,MASTER(4574)/JCB(4276)/交通系IC(8178)/iD(2121)/QUICPay(231),76,767,0
2021/12/1,63,51185,37,27166,26,MASTER(8)/交通系IC(13)/QUICPay(2)/選択なし(1)/JCB(2),24019,MASTER(5323)/交通系IC(13088)/QUICPay(900)/選択なし(1031)/JCB(3677),63,812,0
2021/12/2,56,43680,33,23194,23,JCB(1)/WAON(1)/MASTER(5)/交通系IC(13)/iD(3),20488,JCB(290)/WAON(1760)/MASTER(5556)/交通系IC(9674)/iD(3208),56,780,0
2021/12/3,70,59843,39,32468,31,JCB(3)/交通系IC(10)/選択なし(5)/MASTER(8)/iD(4)/QUICPay(1),27375,JCB(3106)/交通系IC(7229)/選択なし(5512)/MASTER(7317)/iD(3941)/QUICPay(270),70,855,0
2021/12/4,105,131484,59,59098,46,MASTER(25)/交通系IC(12)/iD(7)/JCB(2),72386,MASTER(41958)/交通系IC(13770)/iD(8571)/JCB(8087),105,1252,0
2021/12/5,95,82617,58,45359,37,MASTER(11)/交通系IC(14)/WAON(1)/JCB(6)/iD(5),37258,MASTER(14753)/交通系IC(9922)/WAON(330)/JCB(6248)/iD(6005),95,870,0
2021/12/6,0,0,0,0,0,,0,,0,0,1
2021/12/7,69,49819,50,36692,19,交通系IC(11)/MASTER(4)/iD(2)/QUICPay(2),13127,交通系IC(7264)/MASTER(4051)/iD(1041)/QUICPay(771),69,722,0
2021/12/8,43,32673,23,16255,20,交通系IC(9)/JCB(3)/MASTER(5)/iD(3),16418,交通系IC(5728)/JCB(3222)/MASTER(3641)/iD(3827),43,760,0
2021/12/9,69,52138,47,31142,22,JCB(2)/交通系IC(7)/MASTER(10)/iD(2)/QUICPay(1),20997,JCB(1952)/交通系IC(3825)/MASTER(12875)/iD(1183)/QUICPay(1162),69,756,0
2021/12/10,56,51304,30,31706,26,JCB(7)/交通系IC(10)/選択なし(1)/MASTER(8),19598,JCB(4959)/交通系IC(6772)/選択なし(1261)/MASTER(6606),56,916,0
2021/12/11,92,94908,54,47438,38,交通系IC(17)/MASTER(10)/iD(3)/JCB(5)/選択なし(1)/WAON(1)/QUICPay(1),47470,交通系IC(22254)/MASTER(15309)/iD(2111)/JCB(5442)/選択なし(621)/WAON(483)/QUICPay(1250),92,1032,0
2021/12/12,88,84943,44,37938,44,交通系IC(16)/QUICPay(2)/MASTER(17)/JCB(5)/iD(3)/WAON(1),47005,交通系IC(11274)/QUICPay(1595)/MASTER(23940)/JCB(4846)/iD(4239)/WAON(1111),88,965,0
2021/12/13,0,0,0,0,0,,0,,0,0,1
2021/12/14,44,31686,27,22069,17,交通系IC(12)/QUICPay(1)/MASTER(2)/iD(2),9617,交通系IC(5630)/QUICPay(540)/MASTER(2561)/iD(886),44,720,0
2021/12/15,59,50805,35,25195,24,交通系IC(8)/MASTER(11)/選択なし(2)/QUICPay(1)/JCB(1)/iD(1),25610,交通系IC(9922)/MASTER(11836)/選択なし(1341)/QUICPay(1091)/JCB(499)/iD(921),59,861,0
2021/12/16,52,39234,33,22545,19,交通系IC(10)/MASTER(6)/iD(2)/WAON(1),16689,交通系IC(6216)/MASTER(7971)/iD(1941)/WAON(561),52,755,0
2021/12/17,46,44161,25,21779,21,交通系IC(6)/選択なし(2)/MASTER(6)/WAON(1)/QUICPay(1)/JCB(3)/iD(2),22384,交通系IC(4210)/選択なし(4813)/MASTER(4941)/WAON(330)/QUICPay(741)/JCB(4012)/iD(3337),46,960,0
2021/12/18,98,102060,65,64838,33,iD(5)/選択なし(1)/交通系IC(17)/MASTER(6)/QUICPay(1)/JCB(3),37221,iD(3164)/選択なし(861)/交通系IC(18432)/MASTER(7859)/QUICPay(5502)/JCB(1403),98,1041,0
2021/12/19,74,80071,41,48536,33,MASTER(8)/交通系IC(14)/JCB(5)/iD(5)/QUICPay(1),31535,MASTER(7631)/交通系IC(12853)/JCB(5549)/iD(4407)/QUICPay(1095),74,1082,0
2021/12/20,0,0,0,0,0,,0,,0,0,1
2021/12/21,78,73563,54,45466,24,MASTER(9)/QUICPay(1)/交通系IC(7)/iD(2)/選択なし(1)/JCB(4),28096,MASTER(16449)/QUICPay(620)/交通系IC(4207)/iD(1895)/選択なし(729)/JCB(4196),78,943,0
2021/12/22,57,52221,36,31331,21,JCB(2)/MASTER(7)/交通系IC(8)/iD(4),20890,JCB(3646)/MASTER(6688)/交通系IC(6391)/iD(4165),57,916,0
2021/12/23,58,64584,40,41971,18,交通系IC(9)/iD(3)/MASTER(5)/JCB(1),22614,交通系IC(13753)/iD(1322)/MASTER(7059)/JCB(480),58,1114,0
2021/12/24,75,71020,43,42320,32,交通系IC(9)/WAON(2)/MASTER(14)/JCB(3)/選択なし(1)/QUICPay(1)/iD(2),28700,交通系IC(4945)/WAON(1771)/MASTER(15256)/JCB(2329)/選択なし(991)/QUICPay(375)/iD(3033),75,947,0
2021/12/25,88,105051,53,58691,35,MASTER(15)/交通系IC(14)/JCB(2)/QUICPay(1)/選択なし(1)/iD(2),46360,MASTER(26875)/交通系IC(11085)/JCB(981)/QUICPay(1421)/選択なし(1483)/iD(4515),88,1194,0
2021/12/26,63,61509,43,37044,20,JCB(2)/交通系IC(6)/MASTER(8)/iD(3)/QUICPay(1),24465,JCB(4444)/交通系IC(4460)/MASTER(9845)/iD(4870)/QUICPay(846),63,976,0
2021/12/27,0,0,0,0,0,,0,,0,0,1
2021/12/28,70,60807,39,34470,31,JCB(6)/QUICPay(3)/選択なし(1)/MASTER(8)/交通系IC(10)/iD(3),26338,JCB(6330)/QUICPay(1911)/選択なし(1119)/MASTER(7739)/交通系IC(7006)/iD(2233),70,869,0
2021/12/29,62,53977,41,33079,21,交通系IC(7)/MASTER(10)/JCB(3)/QUICPay(1),20897,交通系IC(4229)/MASTER(13479)/JCB(1780)/QUICPay(1409),62,871,0
2021/12/30,73,64823,47,38432,26,JCB(3)/iD(4)/MASTER(10)/選択なし(2)/交通系IC(5)/WAON(1)/QUICPay(1),26391,JCB(3868)/iD(3590)/MASTER(9774)/選択なし(2903)/交通系IC(5234)/WAON(381)/QUICPay(641),73,888,0
2021/12/31,52,55818,33,31779,19,JCB(2)/選択なし(2)/MASTER(7)/交通系IC(4)/iD(2)/WAON(2),24039,JCB(4555)/選択なし(2420)/MASTER(6622)/交通系IC(5921)/iD(2444)/WAON(2077),52,1073,0
2022/01/1,40,52433,27,37844,13,交通系IC(5)/MASTER(6)/iD(1)/JCB(1),14588,交通系IC(5271)/MASTER(8115)/iD(400)/JCB(802),40,1311,0
2022/01/2,62,64289,38,38998,24,MASTER(11)/交通系IC(10)/選択なし(1)/iD(1)/JCB(1),25291,MASTER(10931)/交通系IC(9731)/選択なし(1211)/iD(1767)/JCB(1651),62,1037,0
2022/01/3,0,0,0,0,0,,0,,0,0,1
2022/01/4,73,69718,45,41820,28,交通系IC(13)/MASTER(10)/JCB(3)/iD(2),27898,交通系IC(9773)/MASTER(12053)/JCB(3969)/iD(2103),73,955,0
2022/01/5,58,51158,35,31336,23,MASTER(9)/交通系IC(6)/選択なし(2)/JCB(4)/iD(2),19823,MASTER(9631)/交通系IC(3912)/選択なし(1270)/JCB(3524)/iD(1486),58,882,0
2022/01/6,48,47322,31,31558,17,MASTER(5)/交通系IC(7)/iD(3)/JCB(1)/QUICPay(1),15764,MASTER(7504)/交通系IC(4937)/iD(2552)/JCB(441)/QUICPay(330),48,986,0
2022/01/7,51,43249,37,31916,14,選択なし(1)/交通系IC(7)/MASTER(5)/JCB(1),11334,選択なし(1021)/交通系IC(4675)/MASTER(4314)/JCB(1324),51,848,0
2022/01/8,98,98099,61,53792,37,MASTER(12)/交通系IC(15)/選択なし(4)/WAON(1)/iD(2)/JCB(2)/QUICPay(1),44307,MASTER(15548)/交通系IC(14178)/選択なし(6371)/WAON(699)/iD(4427)/JCB(2462)/QUICPay(622),98,1001,0
2022/01/9,80,71321,44,35200,36,交通系IC(14)/JCB(7)/MASTER(9)/QUICPay(4)/iD(2),36122,交通系IC(16225)/JCB(6913)/MASTER(9261)/QUICPay(2512)/iD(1211),80,892,0
2022/01/10,0,0,0,0,0,,0,,0,0,1
2022/01/11,0,0,0,0,0,,0,,0,0,1
2022/01/12,0,0,0,0,0,,0,,0,0,1
2022/01/13,0,0,0,0,0,,0,,0,0,1
2022/01/14,0,0,0,0,0,,0,,0,0,1
2022/01/15,73,72519,40,40763,33,MASTER(8)/選択なし(3)/JCB(5)/交通系IC(12)/iD(4)/WAON(1),31758,MASTER(10257)/選択なし(4012)/JCB(5430)/交通系IC(7227)/iD(4111)/WAON(721),73,993,0
2022/01/16,97,79321,60,47590,37,JCB(6)/交通系IC(17)/MASTER(11)/QUICPay(2)/iD(1),31731,JCB(3753)/交通系IC(13101)/MASTER(11764)/QUICPay(1532)/iD(1581),97,818,0
2022/01/17,0,0,0,0,0,,0,,0,0,1
2022/01/18,83,58192,49,33329,34,交通系IC(18)/MASTER(6)/選択なし(2)/iD(5)/JCB(1)/QUICPay(2),24863,交通系IC(10879)/MASTER(5896)/選択なし(2451)/iD(4250)/JCB(883)/QUICPay(504),83,701,0
2022/01/19,65,50709,38,30705,27,MASTER(11)/交通系IC(10)/iD(3)/JCB(1)/QUICPay(2),20004,MASTER(8324)/交通系IC(6982)/iD(2703)/JCB(1424)/QUICPay(571),65,780,0
2022/01/20,47,40121,29,20602,18,MASTER(8)/iD(1)/交通系IC(8)/JCB(1),19519,MASTER(8952)/iD(724)/交通系IC(8532)/JCB(1311),47,854,0
2022/01/21,49,36103,30,21893,19,MASTER(3)/交通系IC(12)/iD(3)/JCB(1),14210,MASTER(2974)/交通系IC(8267)/iD(2017)/JCB(952),49,737,0
2022/01/22,104,93763,55,47495,49,JCB(6)/交通系IC(20)/MASTER(16)/選択なし(2)/QUICPay(2)/iD(3),46267,JCB(4141)/交通系IC(15211)/MASTER(18801)/選択なし(3139)/QUICPay(1831)/iD(3144),104,902,0
2022/01/23,89,81822,43,36991,46,MASTER(14)/交通系IC(23)/iD(4)/選択なし(1)/JCB(3)/WAON(1),44831,MASTER(14323)/交通系IC(20261)/iD(4261)/選択なし(926)/JCB(2109)/WAON(2951),89,919,0
2022/01/24,0,0,0,0,0,,0,,0,0,1
2022/01/25,61,45878,32,22658,29,交通系IC(14)/JCB(2)/WAON(1)/MASTER(5)/iD(4)/選択なし(2)/QUICPay(1),23220,交通系IC(7804)/JCB(3067)/WAON(330)/MASTER(6397)/iD(2966)/選択なし(2352)/QUICPay(304),61,752,0
2022/01/26,43,36562,23,16817,20,JCB(2)/MASTER(2)/選択なし(3)/iD(3)/交通系IC(9)/QUICPay(1),19745,JCB(2898)/MASTER(1871)/選択なし(4543)/iD(1781)/交通系IC(8192)/QUICPay(460),43,850,0
2022/01/27,69,55899,40,32171,29,JCB(3)/MASTER(9)/交通系IC(12)/iD(2)/QUICPay(3),23729,JCB(2619)/MASTER(9304)/交通系IC(8568)/iD(991)/QUICPay(2247),69,810,0
2022/01/28,49,42871,32,29651,17,JCB(3)/MASTER(6)/交通系IC(6)/iD(2),13220,JCB(3399)/MASTER(4446)/交通系IC(4624)/iD(751),49,875,0
2022/01/29,99,104187,57,55869,42,MASTER(16)/QUICPay(2)/選択なし(3)/交通系IC(15)/JCB(3)/iD(3),48319,MASTER(18491)/QUICPay(1504)/選択なし(3469)/交通系IC(16092)/JCB(4513)/iD(4250),99,1052,0
2022/01/30,91,82645,51,44490,40,JCB(5)/交通系IC(20)/MASTER(9)/iD(3)/WAON(2)/QUICPay(1),38155,JCB(4460)/交通系IC(16917)/MASTER(10787)/iD(3636)/WAON(2152)/QUICPay(203),91,908,0
2022/01/31,0,0,0,0,0,,0,,0,0,1
2022/02/1,78,64606,45,35423,33,選択なし(2)/QUICPay(3)/MASTER(10)/iD(5)/JCB(1)/交通系IC(12),29182,選択なし(1063)/QUICPay(2585)/MASTER(12640)/iD(2983)/JCB(330)/交通系IC(9581),78,828,0
2022/02/2,62,46455,30,23927,32,MASTER(10)/JCB(2)/iD(5)/交通系IC(14)/選択なし(1),22528,MASTER(8668)/JCB(2162)/iD(3321)/交通系IC(7727)/選択なし(650),62,749,0
2022/02/3,49,44382,30,28369,19,交通系IC(10)/JCB(2)/選択なし(1)/Master(5)/QUICPay(1),16012,交通系IC(5644)/JCB(2681)/選択なし(1651)/Master(4850)/QUICPay(1186),49,906,0
2022/02/4,53,55723,31,33185,22,交通系IC(11)/Master(8)/iD(1)/JCB(2),22537,交通系IC(8372)/Master(12411)/iD(690)/JCB(1064),53,1051,0
2022/02/5,101,98316,54,46721,47,選択なし(4)/iD(6)/交通系IC(12)/Master(17)/QUICPay(5)/JCB(3),51595,選択なし(4139)/iD(4187)/交通系IC(7873)/Master(27769)/QUICPay(3631)/JCB(3996),101,973,0
2022/02/6,96,92939,49,42543,47,交通系IC(25)/JCB(6)/iD(3)/Master(10)/QUICPay(1)/選択なし(2),50395,交通系IC(22518)/JCB(4861)/iD(2321)/Master(17276)/QUICPay(634)/選択なし(2785),96,968,0
2022/02/7,0,0,0,0,0,,0,,0,0,1
2022/02/8,66,57822,36,30682,30,交通系IC(10)/JCB(3)/Master(13)/QUICPay(1)/iD(3),27139,交通系IC(5039)/JCB(4305)/Master(14481)/QUICPay(600)/iD(2714),66,876,0
2022/02/9,73,54687,38,27490,35,交通系IC(17)/Master(11)/JCB(1)/選択なし(1)/iD(4)/QUICPay(1),27195,交通系IC(8988)/Master(12963)/JCB(1391)/選択なし(363)/iD(3217)/QUICPay(273),73,749,0
2022/02/10,41,38241,28,27426,13,JCB(4)/交通系IC(5)/Master(4),10816,JCB(3486)/交通系IC(2588)/Master(4742),41,933,0
2022/02/11,73,66771,37,32114,36,交通系IC(14)/JCB(5)/Master(11)/iD(4)/QUICPay(2),34656,交通系IC(11553)/JCB(6189)/Master(10770)/iD(4693)/QUICPay(1451),73,915,0
2022/02/12,94,98661,50,54444,44,Master(14)/交通系IC(15)/iD(7)/JCB(5)/WAON(1)/選択なし(1)/QUICPay(1),44215,Master(15428)/交通系IC(11609)/iD(6399)/JCB(7706)/WAON(686)/選択なし(874)/QUICPay(1513),94,1050,0
2022/02/13,60,57453,25,25542,35,交通系IC(20)/Master(6)/JCB(1)/iD(6)/QUICPay(2),31911,交通系IC(16511)/Master(8705)/JCB(490)/iD(5471)/QUICPay(734),60,958,0
2022/02/14,0,0,0,0,0,,0,,0,0,1
2022/02/15,84,75752,44,34522,40,JCB(5)/交通系IC(11)/Master(19)/iD(5),41230,JCB(6201)/交通系IC(7544)/Master(22728)/iD(4757),84,902,0
2022/02/16,57,50639,33,27108,24,交通系IC(11)/Master(7)/選択なし(2)/QUICPay(2)/JCB(1)/iD(1),23531,交通系IC(11473)/Master(7684)/選択なし(2050)/QUICPay(1133)/JCB(300)/iD(891),57,888,0
2022/02/17,54,51211,38,32108,16,Master(7)/JCB(1)/交通系IC(6)/iD(2),19104,Master(8624)/JCB(531)/交通系IC(7140)/iD(2809),54,948,0
2022/02/18,77,63341,46,37469,31,交通系IC(15)/選択なし(1)/Master(9)/JCB(2)/iD(3)/QUICPay(1),25871,交通系IC(7989)/選択なし(821)/Master(9804)/JCB(3108)/iD(3879)/QUICPay(270),77,823,0
2022/02/19,84,82014,47,43322,37,Master(12)/iD(3)/交通系IC(15)/選択なし(2)/WAON(1)/JCB(4),38691,Master(13667)/iD(2582)/交通系IC(14686)/選択なし(2270)/WAON(139)/JCB(5347),84,976,0
2022/02/20,64,67117,39,37873,25,交通系IC(10)/Master(11)/JCB(1)/iD(2)/QUICPay(1),29245,交通系IC(8017)/Master(17828)/JCB(603)/iD(2076)/QUICPay(721),64,1049,0
2022/02/21,0,0,0,0,0,,0,,0,0,1
2022/02/22,71,63736,40,36968,31,Master(11)/交通系IC(14)/WAON(1)/JCB(3)/iD(1)/選択なし(1),26769,Master(10619)/交通系IC(9603)/WAON(482)/JCB(3211)/iD(1406)/選択なし(1448),71,898,0
2022/02/23,96,82929,55,45768,41,JCB(2)/Master(12)/交通系IC(15)/iD(10)/QUICPay(2),37162,JCB(2327)/Master(11095)/交通系IC(13811)/iD(8657)/QUICPay(1272),96,864,0
2022/02/24,64,49429,35,23617,29,交通系IC(13)/JCB(4)/選択なし(3)/Master(7)/WAON(1)/QUICPay(1),25813,交通系IC(9440)/JCB(4301)/選択なし(3515)/Master(7961)/WAON(396)/QUICPay(200),64,772,0
2022/02/25,70,60301,35,27378,35,交通系IC(15)/JCB(5)/Master(10)/iD(4)/QUICPay(1),32923,交通系IC(9237)/JCB(7624)/Master(10874)/iD(4242)/QUICPay(946),70,861,0
2022/02/26,102,104961,56,51149,46,交通系IC(22)/iD(7)/Master(14)/選択なし(1)/JCB(2),53812,交通系IC(16001)/iD(8005)/Master(23086)/選択なし(1581)/JCB(5139),102,1029,0
2022/02/27,95,84760,56,42940,39,Master(10)/交通系IC(17)/iD(7)/WAON(1)/JCB(3)/選択なし(1),41819,Master(12202)/交通系IC(16526)/iD(5740)/WAON(410)/JCB(3902)/選択なし(3039),95,892,0
2022/02/28,0,0,0,0,0,,0,,0,0,1
2022/03/1,87,76357,50,38954,37,JCB(4)/交通系IC(13)/選択なし(5)/Master(11)/iD(3)/WAON(1),37402,JCB(4453)/交通系IC(8965)/選択なし(5694)/Master(14818)/iD(2331)/WAON(1141),87,878,0
2022/03/2,47,40113,27,19866,20,QUICPay(1)/Master(6)/iD(2)/選択なし(1)/JCB(2)/交通系IC(7)/WAON(1),20247,QUICPay(330)/Master(7106)/iD(1221)/選択なし(860)/JCB(4372)/交通系IC(4972)/WAON(1386),47,853,0
2022/03/3,57,48795,38,28814,19,JCB(2)/交通系IC(9)/Master(5)/iD(3),19980,JCB(1835)/交通系IC(9055)/Master(6791)/iD(2299),57,856,0
2022/03/4,55,54837,37,35917,18,JCB(3)/Master(9)/交通系IC(5)/QUICPay(1),18920,JCB(2668)/Master(10459)/交通系IC(5333)/QUICPay(460),55,997,0
2022/03/5,108,107129,58,57352,50,JCB(5)/WAON(1)/iD(6)/Master(17)/交通系IC(21),49778,JCB(3899)/WAON(571)/iD(5638)/Master(20728)/交通系IC(18942),108,992,0
2022/03/6,85,85044,58,58152,28,交通系IC(15)/Master(5)/iD(5)/JCB(3),26892,交通系IC(13597)/Master(6284)/iD(4493)/JCB(2518),85,1001,0
2022/03/7,0,0,0,0,0,,0,,0,0,1
2022/03/8,0,0,0,0,0,,0,,0,0,1
2022/03/9,68,62357,34,34137,34,JCB(5)/交通系IC(19)/Master(9)/iD(1),28220,JCB(4378)/交通系IC(12794)/Master(10237)/iD(811),68,917,0
2022/03/10,63,53322,41,34363,22,Master(10)/JCB(2)/交通系IC(7)/選択なし(1)/iD(1)/QUICPay(1),18959,Master(11269)/JCB(530)/交通系IC(4843)/選択なし(860)/iD(1257)/QUICPay(200),63,846,0
2022/03/11,61,54311,38,32511,23,Master(8)/iD(3)/交通系IC(8)/JCB(4),21800,Master(10457)/iD(2891)/交通系IC(5227)/JCB(3225),61,890,0
2022/03/12,94,95484,55,53270,39,iD(5)/交通系IC(16)/Master(11)/選択なし(5)/JCB(2),42213,iD(4698)/交通系IC(13195)/Master(15139)/選択なし(6711)/JCB(2470),94,1016,0
2022/03/13,85,86264,48,47222,37,iD(5)/交通系IC(15)/Master(10)/JCB(5)/選択なし(2),39041,iD(3695)/交通系IC(13508)/Master(14351)/JCB(3869)/選択なし(3618),85,1015,0
2022/03/14,0,0,0,0,0,,0,,0,0,1
2022/03/15,77,65418,45,35732,32,交通系IC(17)/Master(11)/QUICPay(1)/iD(2)/JCB(1),29685,交通系IC(11656)/Master(14546)/QUICPay(949)/iD(1753)/JCB(781),77,850,0
2022/03/16,61,55767,40,37921,21,JCB(3)/Master(8)/選択なし(2)/iD(3)/交通系IC(5),17847,JCB(3184)/Master(8354)/選択なし(1095)/iD(2798)/交通系IC(2416),61,914,0
2022/03/17,57,44308,39,31596,18,交通系IC(9)/JCB(3)/Master(3)/iD(2)/QUICPay(1),12711,交通系IC(7673)/JCB(1259)/Master(2468)/iD(1111)/QUICPay(200),57,777,0
2022/03/18,44,42864,19,15044,25,交通系IC(8)/iD(2)/Master(11)/JCB(3)/QUICPay(1),27820,交通系IC(7340)/iD(2829)/Master(13538)/JCB(3141)/QUICPay(972),44,974,0
2022/03/19,92,104938,49,55951,43,Master(15)/iD(5)/交通系IC(15)/JCB(6)/選択なし(1)/QUICPay(1),48987,Master(20524)/iD(4347)/交通系IC(15491)/JCB(6639)/選択なし(1456)/QUICPay(530),92,1141,0
2022/03/20,91,85228,51,43485,40,Master(15)/交通系IC(16)/iD(5)/QUICPay(2)/JCB(2),41743,Master(18777)/交通系IC(15031)/iD(3743)/QUICPay(1983)/JCB(2209),91,937,0
2022/03/21,0,0,0,0,0,,0,,0,0,1
2022/03/22,36,38748,19,18721,17,Master(5)/交通系IC(5)/JCB(3)/QUICPay(2)/iD(2),20028,Master(5966)/交通系IC(8241)/JCB(3032)/QUICPay(984)/iD(1805),36,1076,0
2022/03/23,58,49689,31,23674,27,交通系IC(10)/JCB(4)/Master(12)/iD(1),26015,交通系IC(7094)/JCB(3375)/Master(15006)/iD(540),58,857,0
2022/03/24,59,50273,32,22434,27,JCB(5)/Master(7)/交通系IC(12)/iD(2)/QUICPay(1),27838,JCB(5410)/Master(12069)/交通系IC(8741)/iD(791)/QUICPay(827),59,852,0
2022/03/25,61,51566,42,36654,19,JCB(2)/選択なし(1)/交通系IC(8)/Master(6)/iD(2),14913,JCB(911)/選択なし(730)/交通系IC(6554)/Master(5697)/iD(1021),61,845,0
2022/03/26,87,84323,49,46311,38,交通系IC(16)/Master(14)/選択なし(3)/iD(2)/JCB(2)/QUICPay(1),38012,交通系IC(16192)/Master(13650)/選択なし(4099)/iD(1120)/JCB(1420)/QUICPay(1531),87,969,0
2022/03/27,101,93386,58,56246,43,Master(18)/QUICPay(1)/交通系IC(16)/iD(5)/WAON(1)/JCB(2),37140,Master(18817)/QUICPay(200)/交通系IC(12030)/iD(4421)/WAON(330)/JCB(1342),101,925,0
2022/03/28,0,0,0,0,0,,0,,0,0,1
2022/03/29,85,73544,53,43106,32,QUICPay(3)/交通系IC(12)/Master(10)/iD(5)/選択なし(1)/JCB(1),30438,QUICPay(671)/交通系IC(11603)/Master(11491)/iD(5115)/選択なし(837)/JCB(721),85,865,0
2022/03/30,65,52525,37,30278,28,QUICPay(1)/Master(10)/交通系IC(12)/JCB(3)/選択なし(1)/WAON(1),22249,QUICPay(1038)/Master(8939)/交通系IC(8838)/JCB(2132)/選択なし(761)/WAON(541),65,808,0
2022/03/31,64,56675,32,31694,32,交通系IC(13)/JCB(7)/Master(11)/iD(1),24981,交通系IC(7622)/JCB(5386)/Master(11052)/iD(921),64,886,0
2022/04/1,49,41790,28,22223,21,Master(9)/JCB(5)/交通系IC(4)/QUICPay(3),19567,Master(8171)/JCB(4757)/交通系IC(4448)/QUICPay(2191),49,853,0
2022/04/2,91,98615,52,48667,39,交通系IC(19)/Master(13)/JCB(4)/WAON(1)/QUICPay(2),49948,交通系IC(18888)/Master(17942)/JCB(8084)/WAON(2464)/QUICPay(2570),91,1084,0
2022/04/3,66,72649,44,47280,22,交通系IC(8)/Master(8)/iD(4)/JCB(2),25369,交通系IC(8525)/Master(7172)/iD(4699)/JCB(4973),66,1101,0
2022/04/4,0,0,0,0,0,,0,,0,0,1
2022/04/5,82,71824,45,36581,37,交通系IC(17)/Master(14)/iD(4)/JCB(2),35243,交通系IC(12531)/Master(14022)/iD(4215)/JCB(4475),82,876,0
2022/04/6,63,51465,28,23919,35,JCB(5)/選択なし(1)/交通系IC(18)/Master(6)/iD(3)/WAON(1)/QUICPay(1),27546,JCB(5031)/選択なし(410)/交通系IC(12928)/Master(5469)/iD(2709)/WAON(626)/QUICPay(373),63,817,0
2022/04/7,72,63597,52,46144,20,交通系IC(11)/Master(6)/JCB(2)/iD(1),17453,交通系IC(7377)/Master(7059)/JCB(2509)/iD(508),72,883,0
